Temps,Altitude_m,Position_X,Position_Y,Masse_kg,Etat_Mission
17.74,14.1,1.91,-4.52,14.75,ROW1_FORWARD
17.75,14.1,1.93,-4.52,14.75,ROW1_FORWARD
17.76,14.1,1.95,-4.52,14.75,ROW1_FORWARD
17.76,14.1,1.97,-4.52,14.75,ROW1_FORWARD
17.77,14.1,1.99,-4.52,14.74,ROW1_FORWARD
17.77,14.1,2.01,-4.52,14.74,ROW1_FORWARD
17.78,14.1,2.03,-4.52,14.74,ROW1_FORWARD
17.78,14.1,2.04,-4.52,14.74,ROW1_FORWARD
17.79,14.1,2.06,-4.52,14.74,ROW1_FORWARD
17.8,14.1,2.08,-4.52,14.74,ROW1_FORWARD
17.81,14.1,2.1,-4.52,14.74,ROW1_FORWARD
17.81,14.1,2.12,-4.52,14.74,ROW1_FORWARD
17.82,14.1,2.14,-4.52,14.74,ROW1_FORWARD
17.82,14.1,2.16,-4.52,14.74,ROW1_FORWARD
17.83,14.1,2.18,-4.52,14.74,ROW1_FORWARD
17.83,14.1,2.2,-4.52,14.74,ROW1_FORWARD
17.84,14.1,2.22,-4.52,14.74,ROW1_FORWARD
17.85,14.1,2.24,-4.52,14.74,ROW1_FORWARD
17.85,14.1,2.26,-4.52,14.74,ROW1_FORWARD
17.86,14.1,2.28,-4.52,14.74,ROW1_FORWARD
17.87,14.1,2.3,-4.52,14.74,ROW1_FORWARD
17.88,14.1,2.32,-4.52,14.74,ROW1_FORWARD
17.88,14.1,2.34,-4.52,14.74,ROW1_FORWARD
17.89,14.1,2.36,-4.52,14.74,ROW1_FORWARD
17.89,14.1,2.37,-4.52,14.74,ROW1_FORWARD
17.9,14.1,2.39,-4.52,14.74,ROW1_FORWARD
17.9,14.1,2.41,-4.52,14.74,ROW1_FORWARD
17.91,14.1,2.43,-4.52,14.74,ROW1_FORWARD
17.92,14.1,2.45,-4.52,14.74,ROW1_FORWARD
17.92,14.1,2.47,-4.52,14.74,ROW1_FORWARD
17.93,14.1,2.49,-4.52,14.74,ROW1_FORWARD
17.94,14.1,2.51,-4.52,14.74,ROW1_FORWARD
17.94,14.1,2.53,-4.52,14.74,ROW1_FORWARD
17.95,14.1,2.55,-4.52,14.74,ROW1_FORWARD
17.95,14.1,2.57,-4.52,14.74,ROW1_FORWARD
17.96,14.1,2.59,-4.52,14.74,ROW1_FORWARD
17.96,14.1,2.61,-4.52,14.74,ROW1_FORWARD
17.97,14.1,2.63,-4.52,14.74,ROW1_FORWARD
17.98,14.1,2.65,-4.52,14.74,ROW1_FORWARD
17.99,14.1,2.67,-4.52,14.74,ROW1_FORWARD
17.99,14.1,2.69,-4.52,14.74,ROW1_FORWARD
18.0,14.1,2.71,-4.52,14.74,ROW1_FORWARD
18.01,14.1,2.72,-4.52,14.74,ROW1_FORWARD
18.01,14.1,2.74,-4.52,14.74,ROW1_FORWARD
18.02,14.1,2.76,-4.52,14.74,ROW1_FORWARD
18.02,14.1,2.78,-4.52,14.74,ROW1_FORWARD
18.03,14.1,2.8,-4.52,14.74,ROW1_FORWARD
18.03,14.1,2.82,-4.52,14.74,ROW1_FORWARD
18.04,14.1,2.84,-4.52,14.74,ROW1_FORWARD
18.04,14.1,2.86,-4.52,14.74,ROW1_FORWARD
18.05,14.1,2.88,-4.52,14.74,ROW1_FORWARD
18.06,14.1,2.9,-4.52,14.74,ROW1_FORWARD
18.06,14.1,2.92,-4.52,14.74,ROW1_FORWARD
18.07,14.1,2.94,-4.52,14.74,ROW1_FORWARD
18.07,14.1,2.96,-4.52,14.74,ROW1_FORWARD
18.08,14.1,2.98,-4.52,14.74,ROW1_FORWARD
18.09,14.1,3.0,-4.52,14.74,ROW1_FORWARD
18.09,14.1,3.02,-4.52,14.74,ROW1_FORWARD
18.1,14.1,3.04,-4.52,14.74,ROW1_FORWARD
18.1,14.1,3.06,-4.52,14.74,ROW1_FORWARD
18.11,14.1,3.08,-4.52,14.74,ROW1_FORWARD
18.11,14.1,3.1,-4.52,14.74,ROW1_FORWARD
18.12,14.1,3.11,-4.52,14.74,ROW1_FORWARD
18.13,14.1,3.13,-4.52,14.74,ROW1_FORWARD
18.13,14.1,3.15,-4.52,14.74,ROW1_FORWARD
18.14,14.1,3.17,-4.52,14.74,ROW1_FORWARD
18.14,14.1,3.19,-4.52,14.74,ROW1_FORWARD
18.15,14.1,3.21,-4.52,14.74,ROW1_FORWARD
18.15,14.1,3.23,-4.52,14.74,ROW1_FORWARD
18.16,14.1,3.25,-4.52,14.74,ROW1_FORWARD
18.17,14.1,3.27,-4.52,14.74,ROW1_FORWARD
18.17,14.1,3.29,-4.52,14.74,ROW1_FORWARD
18.18,14.1,3.31,-4.52,14.74,ROW1_FORWARD
18.18,14.1,3.33,-4.52,14.74,ROW1_FORWARD
18.19,14.1,3.35,-4.52,14.74,ROW1_FORWARD
18.19,14.1,3.37,-4.52,14.74,ROW1_FORWARD
18.2,14.1,3.39,-4.52,14.74,ROW1_FORWARD
18.21,14.1,3.41,-4.52,14.74,ROW1_FORWARD
18.21,14.1,3.43,-4.52,14.74,ROW1_FORWARD
18.22,14.1,3.45,-4.52,14.74,ROW1_FORWARD
18.22,14.1,3.47,-4.52,14.74,ROW1_FORWARD
18.23,14.1,3.49,-4.52,14.74,ROW1_FORWARD
18.23,14.1,3.51,-4.52,14.74,ROW1_FORWARD
18.24,14.1,3.52,-4.52,14.74,ROW1_FORWARD
18.24,14.1,3.54,-4.52,14.73,ROW1_FORWARD
18.25,14.1,3.56,-4.52,14.73,ROW1_FORWARD
18.25,14.1,3.58,-4.52,14.73,ROW1_FORWARD
18.26,14.1,3.6,-4.52,14.73,ROW1_FORWARD
18.27,14.1,3.62,-4.52,14.73,ROW1_FORWARD
18.27,14.1,3.64,-4.52,14.73,ROW1_FORWARD
18.28,14.1,3.66,-4.52,14.73,ROW1_FORWARD
18.28,14.1,3.68,-4.52,14.73,ROW1_FORWARD
18.29,14.1,3.7,-4.52,14.73,ROW1_FORWARD
18.29,14.1,3.72,-4.52,14.73,ROW1_FORWARD
18.3,14.1,3.74,-4.52,14.73,ROW1_FORWARD
18.3,14.1,3.76,-4.52,14.73,ROW1_FORWARD
18.31,14.1,3.78,-4.52,14.73,ROW1_FORWARD
18.31,14.1,3.8,-4.52,14.73,ROW1_FORWARD
18.33,14.1,3.82,-4.52,14.73,ROW1_FORWARD
18.33,14.1,3.84,-4.52,14.73,ROW1_FORWARD
18.34,14.1,3.86,-4.52,14.73,ROW1_FORWARD
18.34,14.1,3.88,-4.52,14.73,ROW1_FORWARD
18.35,14.1,3.9,-4.52,14.73,ROW1_FORWARD
18.35,14.1,3.92,-4.52,14.73,ROW1_FORWARD
18.36,14.1,3.94,-4.52,14.73,ROW1_FORWARD
18.37,14.1,3.96,-4.52,14.73,ROW1_FORWARD
18.37,14.1,3.98,-4.52,14.73,ROW1_FORWARD
18.38,14.1,3.99,-4.52,14.73,ROW1_FORWARD
18.38,14.1,4.01,-4.52,14.73,ROW1_FORWARD
18.39,14.1,4.03,-4.52,14.73,ROW1_FORWARD
18.4,14.1,4.05,-4.52,14.73,ROW1_FORWARD
18.4,14.1,4.07,-4.52,14.73,ROW1_FORWARD
18.41,14.1,4.09,-4.52,14.73,ROW1_FORWARD
18.41,14.1,4.11,-4.52,14.73,ROW1_FORWARD
18.42,14.1,4.13,-4.52,14.73,ROW1_FORWARD
18.42,14.1,4.15,-4.52,14.73,ROW1_FORWARD
18.43,14.1,4.17,-4.52,14.73,ROW1_FORWARD
18.43,14.1,4.19,-4.52,14.73,ROW1_FORWARD
18.44,14.1,4.21,-4.52,14.73,ROW1_FORWARD
18.44,14.1,4.23,-4.52,14.73,ROW1_FORWARD
18.45,14.1,4.25,-4.52,14.73,ROW1_FORWARD
18.45,14.1,4.27,-4.52,14.73,ROW1_FORWARD
18.46,14.1,4.29,-4.52,14.73,ROW1_FORWARD
18.47,14.1,4.31,-4.52,14.73,ROW1_FORWARD
18.47,14.1,4.33,-4.52,14.73,ROW1_FORWARD
18.48,14.1,4.35,-4.52,14.73,ROW1_FORWARD
18.48,14.1,4.37,-4.52,14.73,ROW1_FORWARD
18.49,14.1,4.39,-4.52,14.73,ROW1_FORWARD
18.49,14.1,4.41,-4.52,14.73,ROW1_FORWARD
18.5,14.1,4.43,-4.52,14.73,ROW1_FORWARD
18.5,14.1,4.45,-4.52,14.73,ROW1_FORWARD
18.51,14.1,4.47,-4.52,14.73,ROW1_FORWARD
18.51,14.1,4.49,-4.52,14.73,ROW1_FORWARD
18.52,14.1,4.51,-4.52,14.73,ROW1_FORWARD
18.52,14.1,4.52,-4.52,14.73,ROW1_FORWARD
18.53,14.1,4.54,-4.52,14.73,ROW1_FORWARD
18.54,14.1,4.56,-4.52,14.73,ROW1_FORWARD
18.54,14.1,4.58,-4.52,14.73,ROW1_FORWARD
18.55,14.1,4.6,-4.52,14.73,ROW1_FORWARD
18.55,14.1,4.62,-4.52,14.73,ROW1_FORWARD
18.56,14.1,4.64,-4.52,14.73,ROW1_FORWARD
18.56,14.1,4.66,-4.52,14.73,ROW1_FORWARD
18.57,14.1,4.68,-4.52,14.73,ROW1_FORWARD
18.57,14.1,4.7,-4.52,14.73,ROW1_FORWARD
18.58,14.1,4.72,-4.52,14.73,ROW1_FORWARD
18.58,14.1,4.74,-4.52,14.73,ROW1_FORWARD
18.59,14.1,4.76,-4.52,14.73,ROW1_FORWARD
18.6,14.1,4.78,-4.52,14.73,ROW1_FORWARD
18.6,14.1,4.8,-4.52,14.73,ROW1_FORWARD
18.61,14.1,4.82,-4.52,14.73,ROW1_FORWARD
18.61,14.1,4.84,-4.52,14.73,ROW1_FORWARD
18.62,14.1,4.86,-4.52,14.73,ROW1_FORWARD
18.63,14.1,4.88,-4.52,14.73,ROW1_FORWARD
18.63,14.1,4.9,-4.52,14.73,ROW1_FORWARD
18.64,14.1,4.92,-4.52,14.73,ROW1_FORWARD
18.64,14.1,4.94,-4.52,14.73,ROW1_FORWARD
18.65,14.1,4.96,-4.52,14.73,ROW1_FORWARD
18.66,14.1,4.98,-4.52,14.73,ROW1_FORWARD
18.67,14.1,5.0,-4.52,14.73,ROW1_FORWARD
18.67,14.1,5.02,-4.52,14.73,ROW1_FORWARD
18.68,14.1,5.04,-4.52,14.73,ROW1_FORWARD
18.69,14.1,5.06,-4.52,14.73,ROW1_FORWARD
18.7,14.1,5.08,-4.52,14.73,ROW1_FORWARD
18.73,14.1,5.1,-4.52,14.73,ROW1_FORWARD
18.74,14.1,5.12,-4.52,14.72,ROW1_FORWARD
18.75,14.1,5.14,-4.52,14.72,ROW1_FORWARD
18.75,14.1,5.15,-4.52,14.72,ROW1_FORWARD
18.76,14.1,5.17,-4.52,14.72,ROW1_FORWARD
18.77,14.1,5.19,-4.52,14.72,ROW1_FORWARD
18.77,14.1,5.21,-4.52,14.72,ROW1_FORWARD
18.78,14.1,5.23,-4.52,14.72,ROW1_FORWARD
18.78,14.1,5.25,-4.52,14.72,ROW1_FORWARD
18.79,14.1,5.27,-4.52,14.72,ROW1_FORWARD
18.8,14.1,5.29,-4.52,14.72,ROW1_FORWARD
18.8,14.1,5.31,-4.52,14.72,ROW1_FORWARD
18.81,14.1,5.33,-4.52,14.72,ROW1_FORWARD
18.9,14.1,5.35,-4.52,14.72,ROW1_FORWARD
18.9,14.1,5.37,-4.52,14.72,ROW1_FORWARD
18.91,14.1,5.39,-4.52,14.72,ROW1_FORWARD
18.92,14.1,5.41,-4.52,14.72,ROW1_FORWARD
18.92,14.1,5.43,-4.52,14.72,ROW1_FORWARD
18.93,14.1,5.45,-4.52,14.72,ROW1_FORWARD
18.94,14.1,5.47,-4.52,14.72,ROW1_FORWARD
18.94,14.1,5.49,-4.52,14.72,ROW1_FORWARD
18.95,14.1,5.51,-4.52,14.72,ROW1_FORWARD
18.95,14.1,5.53,-4.52,14.72,ROW1_FORWARD
18.96,14.1,5.55,-4.52,14.72,ROW1_FORWARD
18.97,14.1,5.57,-4.52,14.72,ROW1_FORWARD
18.97,14.1,5.59,-4.52,14.72,ROW1_FORWARD
18.98,14.1,5.61,-4.52,14.72,ROW1_FORWARD
18.98,14.1,5.63,-4.52,14.72,ROW1_FORWARD
18.99,14.1,5.65,-4.52,14.72,ROW1_FORWARD
19.0,14.1,5.67,-4.52,14.72,ROW1_FORWARD
19.0,14.1,5.69,-4.52,14.72,ROW1_FORWARD
19.01,14.1,5.71,-4.52,14.72,ROW1_FORWARD
19.02,14.1,5.73,-4.52,14.72,ROW1_FORWARD
19.02,14.1,5.75,-4.52,14.72,ROW1_FORWARD
19.03,14.1,5.77,-4.52,14.72,ROW1_FORWARD
19.03,14.1,5.79,-4.52,14.72,ROW1_FORWARD
19.04,14.1,5.81,-4.52,14.72,ROW1_FORWARD
19.05,14.1,5.83,-4.52,14.72,ROW1_FORWARD
19.05,14.1,5.85,-4.52,14.72,ROW1_FORWARD
19.06,14.1,5.87,-4.52,14.72,ROW1_FORWARD
19.06,14.1,5.89,-4.52,14.72,ROW1_FORWARD
19.07,14.1,5.9,-4.52,14.72,ROW1_FORWARD
19.08,14.1,5.92,-4.52,14.72,ROW1_FORWARD
19.08,14.1,5.94,-4.52,14.72,ROW1_FORWARD
19.09,14.1,5.96,-4.52,14.72,ROW1_FORWARD
19.09,14.1,5.98,-4.52,14.72,ROW1_FORWARD
19.1,14.1,6.0,-4.52,14.72,ROW1_FORWARD
19.1,14.1,6.02,-4.52,14.72,ROW1_FORWARD
19.11,14.1,6.04,-4.52,14.72,ROW1_FORWARD
19.12,14.1,6.06,-4.52,14.72,ROW1_FORWARD
19.12,14.1,6.08,-4.52,14.72,ROW1_FORWARD
19.13,14.1,6.1,-4.52,14.72,ROW1_FORWARD
19.14,14.1,6.12,-4.52,14.72,ROW1_FORWARD
19.14,14.1,6.14,-4.52,14.72,ROW1_FORWARD
19.15,14.1,6.16,-4.52,14.72,ROW1_FORWARD
19.15,14.1,6.18,-4.52,14.72,ROW1_FORWARD
19.16,14.1,6.2,-4.52,14.72,ROW1_FORWARD
19.17,14.1,6.22,-4.52,14.72,ROW1_FORWARD
19.18,14.1,6.24,-4.52,14.72,ROW1_FORWARD
19.19,14.1,6.26,-4.52,14.72,ROW1_FORWARD
19.2,14.1,6.28,-4.52,14.72,ROW1_FORWARD
19.21,14.1,6.3,-4.52,14.72,ROW1_FORWARD
19.22,14.1,6.32,-4.52,14.72,ROW1_FORWARD
19.22,14.1,6.34,-4.52,14.72,ROW1_FORWARD
19.23,14.1,6.36,-4.52,14.72,ROW1_FORWARD
19.24,14.1,6.38,-4.52,14.72,ROW1_FORWARD
19.26,14.1,6.4,-4.52,14.72,ROW1_FORWARD
19.27,14.1,6.42,-4.52,14.72,ROW1_FORWARD
19.28,14.1,6.44,-4.52,14.72,ROW1_FORWARD
19.28,14.1,6.46,-4.52,14.72,ROW1_FORWARD
19.29,14.1,6.48,-4.52,14.72,ROW1_FORWARD
19.29,14.1,6.5,-4.52,14.72,ROW1_FORWARD
19.3,14.1,6.52,-4.52,14.72,ROW1_FORWARD
19.31,14.1,6.54,-4.52,14.72,ROW1_FORWARD
19.32,14.1,6.56,-4.52,14.72,ROW1_FORWARD
19.33,14.1,6.58,-4.52,14.72,ROW1_FORWARD
19.33,14.1,6.6,-4.52,14.72,ROW1_FORWARD
19.34,14.1,6.62,-4.52,14.72,ROW1_FORWARD
19.34,14.1,6.64,-4.52,14.72,ROW1_FORWARD
19.35,14.1,6.66,-4.52,14.72,ROW1_FORWARD
19.36,14.1,6.68,-4.52,14.72,ROW1_FORWARD
19.37,14.1,6.7,-4.52,14.71,ROW1_FORWARD
19.37,14.1,6.72,-4.52,14.71,ROW1_FORWARD
19.38,14.1,6.74,-4.52,14.71,ROW1_FORWARD
19.38,14.1,6.76,-4.52,14.71,ROW1_FORWARD
19.39,14.1,6.78,-4.52,14.71,ROW1_FORWARD
19.39,14.1,6.8,-4.52,14.71,ROW1_FORWARD
19.4,14.1,6.82,-4.52,14.71,ROW1_FORWARD
19.41,14.1,6.84,-4.52,14.71,ROW1_FORWARD
19.41,14.1,6.86,-4.52,14.71,ROW1_FORWARD
19.42,14.1,6.88,-4.52,14.71,ROW1_FORWARD
19.42,14.1,6.9,-4.52,14.71,ROW1_FORWARD
19.43,14.1,6.92,-4.52,14.71,ROW1_FORWARD
19.43,14.1,6.94,-4.52,14.71,ROW1_FORWARD
19.44,14.1,6.96,-4.52,14.71,ROW1_FORWARD
19.44,14.1,6.97,-4.52,14.71,ROW1_FORWARD
19.45,14.1,6.99,-4.52,14.71,ROW1_FORWARD
19.45,14.1,7.01,-4.52,14.71,ROW1_FORWARD
19.46,14.1,7.03,-4.52,14.71,ROW1_FORWARD
19.47,14.1,7.05,-4.52,14.71,ROW1_FORWARD
19.47,14.1,7.07,-4.52,14.71,ROW1_FORWARD
19.48,14.1,7.09,-4.52,14.71,ROW1_FORWARD
19.49,14.1,7.11,-4.52,14.71,ROW1_FORWARD
19.49,14.1,7.13,-4.52,14.71,ROW1_FORWARD
19.5,14.1,7.15,-4.52,14.71,ROW1_FORWARD
19.5,14.1,7.17,-4.52,14.71,ROW1_FORWARD
19.51,14.1,7.19,-4.52,14.71,ROW1_FORWARD
19.52,14.1,7.21,-4.52,14.71,ROW1_FORWARD
19.53,14.1,7.23,-4.52,14.71,ROW1_FORWARD
19.53,14.1,7.25,-4.52,14.71,ROW1_FORWARD
19.54,14.1,7.27,-4.52,14.71,ROW1_FORWARD
19.55,14.1,7.29,-4.52,14.71,ROW1_FORWARD
19.55,14.1,7.31,-4.52,14.71,ROW1_FORWARD
19.56,14.1,7.33,-4.52,14.71,ROW1_FORWARD
19.56,14.1,7.35,-4.52,14.71,ROW1_FORWARD
19.57,14.1,7.37,-4.52,14.71,ROW1_FORWARD
19.57,14.1,7.39,-4.52,14.71,ROW1_FORWARD
19.58,14.1,7.41,-4.52,14.71,ROW1_FORWARD
19.59,14.1,7.43,-4.52,14.71,ROW1_FORWARD
19.59,14.1,7.45,-4.52,14.71,ROW1_FORWARD
19.6,14.1,7.47,-4.52,14.71,ROW1_FORWARD
19.6,14.1,7.49,-4.52,14.71,ROW1_FORWARD
19.61,14.1,7.51,-4.52,14.71,ROW1_FORWARD
19.62,14.1,7.53,-4.52,14.71,ROW1_FORWARD
19.62,14.1,7.55,-4.52,14.71,ROW1_FORWARD
19.63,14.1,7.57,-4.52,14.71,ROW1_FORWARD
19.63,14.1,7.59,-4.52,14.71,ROW1_FORWARD
19.64,14.1,7.61,-4.52,14.71,ROW1_FORWARD
19.64,14.1,7.63,-4.52,14.71,ROW1_FORWARD
19.65,14.1,7.65,-4.52,14.71,ROW1_FORWARD
19.66,14.1,7.67,-4.52,14.71,ROW1_FORWARD
19.66,14.1,7.69,-4.52,14.71,ROW1_FORWARD
19.67,14.1,7.71,-4.52,14.71,ROW1_FORWARD
19.68,14.1,7.73,-4.52,14.71,ROW1_FORWARD
19.68,14.1,7.75,-4.52,14.71,ROW1_FORWARD
19.69,14.1,7.77,-4.52,14.71,ROW1_FORWARD
19.69,14.1,7.79,-4.52,14.71,ROW1_FORWARD
19.7,14.1,7.81,-4.52,14.71,ROW1_FORWARD
19.7,14.1,7.83,-4.52,14.71,ROW1_FORWARD
19.71,14.1,7.85,-4.52,14.71,ROW1_FORWARD
19.72,14.1,7.87,-4.52,14.71,ROW1_FORWARD
19.72,14.1,7.89,-4.52,14.71,ROW1_FORWARD
19.73,14.1,7.91,-4.52,14.71,ROW1_FORWARD
19.73,14.1,7.93,-4.52,14.71,ROW1_FORWARD
19.74,14.1,7.95,-4.52,14.71,ROW1_FORWARD
19.75,14.1,7.97,-4.52,14.71,ROW1_FORWARD
19.75,14.1,7.99,-4.52,14.71,ROW1_FORWARD
19.76,14.1,8.01,-4.52,14.71,ROW1_FORWARD
19.76,14.1,8.03,-4.52,14.71,ROW1_FORWARD
19.77,14.1,8.05,-4.52,14.71,ROW1_FORWARD
19.77,14.1,8.07,-4.52,14.71,ROW1_FORWARD
19.78,14.1,8.09,-4.52,14.71,ROW1_FORWARD
19.78,14.1,8.11,-4.52,14.71,ROW1_FORWARD
19.79,14.1,8.13,-4.52,14.71,ROW1_FORWARD
19.79,14.1,8.15,-4.52,14.71,ROW1_FORWARD
19.8,14.1,8.17,-4.52,14.71,ROW1_FORWARD
19.8,14.1,8.19,-4.52,14.71,ROW1_FORWARD
19.81,14.1,8.21,-4.52,14.71,ROW1_FORWARD
19.81,14.1,8.23,-4.52,14.71,ROW1_FORWARD
19.82,14.1,8.25,-4.52,14.71,ROW1_FORWARD
19.83,14.1,8.27,-4.52,14.71,ROW1_FORWARD
19.83,14.1,8.29,-4.52,14.7,ROW1_FORWARD
19.84,14.1,8.31,-4.52,14.7,ROW1_FORWARD
19.84,14.1,8.33,-4.52,14.7,ROW1_FORWARD
19.85,14.1,8.35,-4.52,14.7,ROW1_FORWARD
19.85,14.1,8.37,-4.52,14.7,ROW1_FORWARD
19.86,14.1,8.39,-4.52,14.7,ROW1_FORWARD
19.87,14.1,8.41,-4.52,14.7,ROW1_FORWARD
19.87,14.1,8.43,-4.52,14.7,ROW1_FORWARD
19.88,14.1,8.45,-4.52,14.7,ROW1_FORWARD
19.88,14.1,8.47,-4.52,14.7,ROW1_FORWARD
19.89,14.1,8.49,-4.52,14.7,ROW1_FORWARD
19.9,14.1,8.51,-4.52,14.7,ROW1_FORWARD
19.9,14.1,8.53,-4.52,14.7,ROW1_FORWARD
19.91,14.1,8.55,-4.52,14.7,ROW1_FORWARD
19.91,14.1,8.57,-4.52,14.7,ROW1_FORWARD
19.92,14.1,8.59,-4.52,14.7,ROW1_FORWARD
19.92,14.1,8.61,-4.52,14.7,ROW1_FORWARD
19.93,14.1,8.63,-4.52,14.7,ROW1_FORWARD
19.94,14.1,8.65,-4.52,14.7,ROW1_FORWARD
19.94,14.1,8.67,-4.52,14.7,ROW1_FORWARD
19.95,14.1,8.69,-4.52,14.7,ROW1_FORWARD
19.96,14.1,8.71,-4.52,14.7,ROW1_FORWARD
19.96,14.1,8.73,-4.52,14.7,ROW1_FORWARD
19.97,14.1,8.75,-4.52,14.7,ROW1_FORWARD
19.98,14.1,8.77,-4.52,14.7,ROW1_FORWARD
19.98,14.1,8.79,-4.52,14.7,ROW1_FORWARD
19.99,14.1,8.81,-4.52,14.7,ROW1_FORWARD
19.99,14.1,8.83,-4.52,14.7,ROW1_FORWARD
20.0,14.1,8.85,-4.52,14.7,ROW1_FORWARD
20.01,14.1,8.87,-4.52,14.7,ROW1_FORWARD
20.02,14.1,8.89,-4.52,14.7,ROW1_FORWARD
20.03,14.1,8.91,-4.52,14.7,ROW1_FORWARD
20.03,14.1,8.93,-4.52,14.7,ROW1_FORWARD
20.04,14.1,8.95,-4.52,14.7,ROW1_FORWARD
20.04,14.1,8.97,-4.52,14.7,ROW1_FORWARD
20.05,14.1,8.99,-4.52,14.7,ROW1_FORWARD
20.05,14.1,9.01,-4.52,14.7,ROW1_FORWARD
20.06,14.1,9.03,-4.52,14.7,ROW1_FORWARD
20.07,14.1,9.05,-4.52,14.7,ROW1_FORWARD
20.07,14.1,9.07,-4.52,14.7,ROW1_FORWARD
20.08,14.1,9.09,-4.52,14.7,ROW1_FORWARD
20.08,14.1,9.11,-4.52,14.7,ROW1_FORWARD
20.09,14.1,9.13,-4.52,14.7,ROW1_FORWARD
20.1,14.1,9.15,-4.52,14.7,ROW1_FORWARD
20.1,14.1,9.17,-4.52,14.7,ROW1_FORWARD
20.11,14.1,9.19,-4.52,14.7,ROW1_FORWARD
20.12,14.1,9.21,-4.52,14.7,ROW1_FORWARD
20.12,14.1,9.23,-4.52,14.7,ROW1_FORWARD
20.13,14.1,9.25,-4.52,14.7,ROW1_FORWARD
20.14,14.1,9.27,-4.52,14.7,ROW1_FORWARD
20.15,14.1,9.29,-4.52,14.7,ROW1_FORWARD
20.15,14.1,9.31,-4.52,14.7,ROW1_FORWARD
20.16,14.1,9.33,-4.52,14.7,ROW1_FORWARD
20.16,14.1,9.35,-4.52,14.7,ROW1_FORWARD
20.18,14.1,9.37,-4.52,14.7,ROW1_FORWARD
20.18,14.1,9.39,-4.52,14.7,ROW1_FORWARD
20.19,14.1,9.41,-4.52,14.7,ROW1_FORWARD
20.19,14.1,9.43,-4.52,14.7,ROW1_FORWARD
20.2,14.1,9.45,-4.52,14.7,ROW1_FORWARD
20.21,14.1,9.47,-4.52,14.7,ROW1_FORWARD
20.22,14.1,9.49,-4.52,14.7,ROW1_FORWARD
20.22,14.1,9.51,-4.52,14.7,ROW1_FORWARD
20.23,14.1,9.53,-4.52,14.7,ROW1_FORWARD
20.23,14.1,9.55,-4.52,14.7,ROW1_FORWARD
20.24,14.1,9.57,-4.52,14.7,ROW1_FORWARD
20.25,14.1,9.59,-4.53,14.7,ROW1_FORWARD
20.25,14.1,9.61,-4.53,14.7,ROW1_FORWARD
20.26,14.1,9.63,-4.53,14.7,ROW1_FORWARD
20.26,14.1,9.65,-4.53,14.7,ROW1_FORWARD
20.27,14.1,9.67,-4.53,14.7,ROW1_FORWARD
20.28,14.1,9.69,-4.53,14.7,ROW1_FORWARD
20.28,14.1,9.71,-4.53,14.7,ROW1_FORWARD
20.29,14.1,9.73,-4.53,14.7,ROW1_FORWARD
20.29,14.1,9.75,-4.53,14.7,ROW1_FORWARD
20.3,14.1,9.77,-4.53,14.7,ROW1_FORWARD
20.3,14.1,9.79,-4.53,14.7,ROW1_FORWARD
20.31,14.1,9.81,-4.53,14.7,ROW1_FORWARD
20.31,14.1,9.83,-4.53,14.7,ROW1_FORWARD
20.32,14.1,9.85,-4.53,14.7,ROW1_FORWARD
20.32,14.1,9.87,-4.53,14.7,ROW1_FORWARD
20.33,14.1,9.89,-4.53,14.69,ROW1_FORWARD
20.34,14.1,9.91,-4.53,14.69,ROW1_FORWARD
20.34,14.1,9.93,-4.53,14.69,ROW1_FORWARD
20.35,14.1,9.95,-4.53,14.69,ROW1_FORWARD
20.35,14.1,9.97,-4.53,14.69,ROW1_FORWARD
20.36,14.1,9.99,-4.53,14.69,ROW1_FORWARD
20.36,14.1,10.01,-4.53,14.69,ROW1_FORWARD
20.37,14.1,10.03,-4.53,14.69,ROW1_FORWARD
20.38,14.1,10.05,-4.53,14.69,ROW1_FORWARD
20.38,14.1,10.07,-4.53,14.69,ROW1_FORWARD
20.39,14.1,10.09,-4.53,14.69,ROW1_FORWARD
20.39,14.1,10.11,-4.53,14.69,ROW1_FORWARD
20.4,14.1,10.13,-4.53,14.69,ROW1_FORWARD
20.4,14.1,10.15,-4.53,14.69,ROW1_FORWARD
20.41,14.1,10.17,-4.53,14.69,ROW1_FORWARD
20.42,14.1,10.19,-4.53,14.69,ROW1_FORWARD
20.42,14.1,10.21,-4.53,14.69,ROW1_FORWARD
20.43,14.1,10.23,-4.53,14.69,ROW1_FORWARD
20.44,14.1,10.25,-4.53,14.69,ROW1_FORWARD
20.44,14.1,10.27,-4.53,14.69,ROW1_FORWARD
20.45,14.1,10.29,-4.53,14.69,ROW1_FORWARD
20.45,14.1,10.31,-4.53,14.69,ROW1_FORWARD
20.46,14.1,10.33,-4.53,14.69,ROW1_FORWARD
20.47,14.1,10.35,-4.53,14.69,ROW1_FORWARD
20.47,14.1,10.37,-4.53,14.69,ROW1_FORWARD
20.48,14.1,10.39,-4.53,14.69,ROW1_FORWARD
20.48,14.1,10.41,-4.53,14.69,ROW1_FORWARD
20.49,14.1,10.43,-4.53,14.69,ROW1_FORWARD
20.49,14.1,10.45,-4.53,14.69,ROW1_FORWARD
20.5,14.1,10.47,-4.53,14.69,ROW1_FORWARD
20.51,14.1,10.49,-4.53,14.69,ROW1_FORWARD
20.51,14.1,10.51,-4.53,14.69,ROW1_FORWARD
