Temps,Altitude_m,Position_X,Position_Y,Masse_kg,Etat_Mission
0.0,0.4,-22.0,-4.5,15.0,WARMUP
0.01,0.4,-22.0,-4.5,15.0,WARMUP
0.02,0.4,-22.0,-4.5,15.0,WARMUP
0.02,0.4,-22.0,-4.5,15.0,WARMUP
0.03,0.4,-22.0,-4.5,15.0,WARMUP
0.03,0.4,-22.0,-4.5,15.0,WARMUP
0.04,0.4,-22.0,-4.5,15.0,WARMUP
0.05,0.4,-22.0,-4.5,15.0,WARMUP
0.05,0.4,-22.0,-4.5,15.0,WARMUP
0.06,0.39,-22.0,-4.5,15.0,WARMUP
0.06,0.39,-22.0,-4.5,15.0,WARMUP
0.07,0.39,-22.0,-4.5,15.0,WARMUP
0.08,0.39,-22.0,-4.5,15.0,WARMUP
0.08,0.39,-22.0,-4.5,15.0,WARMUP
0.09,0.39,-22.0,-4.5,15.0,WARMUP
0.1,0.39,-22.0,-4.5,15.0,WARMUP
0.1,0.38,-22.0,-4.5,15.0,WARMUP
0.11,0.38,-22.0,-4.5,15.0,WARMUP
0.11,0.38,-22.0,-4.5,15.0,WARMUP
0.12,0.38,-22.0,-4.5,15.0,WARMUP
0.12,0.38,-22.0,-4.5,15.0,WARMUP
0.13,0.37,-22.0,-4.5,15.0,WARMUP
0.14,0.37,-22.0,-4.5,15.0,WARMUP
0.14,0.37,-22.0,-4.5,15.0,WARMUP
0.15,0.36,-22.0,-4.5,15.0,WARMUP
0.15,0.36,-22.0,-4.5,15.0,WARMUP
0.16,0.36,-22.0,-4.5,15.0,WARMUP
0.16,0.36,-22.0,-4.5,15.0,WARMUP
0.17,0.35,-22.0,-4.5,15.0,WARMUP
0.18,0.35,-22.0,-4.5,15.0,WARMUP
0.18,0.35,-22.0,-4.5,15.0,WARMUP
0.19,0.34,-22.0,-4.5,15.0,WARMUP
0.19,0.34,-22.0,-4.5,15.0,WARMUP
0.2,0.33,-22.0,-4.5,15.0,WARMUP
0.2,0.33,-22.0,-4.5,15.0,WARMUP
0.21,0.33,-22.0,-4.5,15.0,WARMUP
0.22,0.32,-22.0,-4.5,15.0,WARMUP
0.22,0.32,-22.0,-4.5,15.0,WARMUP
0.23,0.31,-22.0,-4.5,15.0,WARMUP
0.24,0.31,-22.0,-4.5,15.0,WARMUP
0.24,0.3,-22.0,-4.5,15.0,WARMUP
0.25,0.3,-22.0,-4.5,15.0,WARMUP
0.25,0.29,-22.0,-4.5,15.0,WARMUP
0.26,0.29,-22.0,-4.5,15.0,WARMUP
0.27,0.28,-22.0,-4.5,15.0,WARMUP
0.27,0.28,-22.0,-4.5,15.0,WARMUP
0.28,0.27,-22.0,-4.5,15.0,WARMUP
0.29,0.27,-22.0,-4.5,15.0,WARMUP
0.29,0.26,-22.0,-4.5,15.0,WARMUP
0.3,0.26,-22.0,-4.5,15.0,WARMUP
0.3,0.26,-22.0,-4.5,15.0,WARMUP
0.31,0.26,-22.0,-4.5,15.0,WARMUP
0.32,0.26,-22.0,-4.5,15.0,WARMUP
0.33,0.26,-22.0,-4.5,15.0,WARMUP
0.34,0.26,-22.0,-4.5,15.0,WARMUP
0.35,0.26,-22.0,-4.5,15.0,WARMUP
0.36,0.26,-22.0,-4.5,15.0,WARMUP
0.37,0.26,-22.0,-4.5,15.0,WARMUP
0.38,0.26,-22.0,-4.5,15.0,WARMUP
0.38,0.26,-22.0,-4.5,15.0,WARMUP
0.39,0.26,-22.0,-4.5,15.0,WARMUP
0.39,0.26,-22.0,-4.5,15.0,WARMUP
0.4,0.26,-22.0,-4.5,15.0,WARMUP
0.41,0.26,-22.0,-4.5,15.0,WARMUP
0.42,0.26,-22.0,-4.5,15.0,WARMUP
0.42,0.26,-22.0,-4.5,15.0,WARMUP
0.43,0.26,-22.0,-4.5,15.0,WARMUP
0.44,0.26,-22.0,-4.5,15.0,WARMUP
0.44,0.26,-22.0,-4.5,15.0,WARMUP
0.45,0.26,-22.0,-4.5,15.0,WARMUP
0.45,0.26,-22.0,-4.5,15.0,WARMUP
0.46,0.26,-22.0,-4.5,15.0,WARMUP
0.47,0.26,-22.0,-4.5,15.0,WARMUP
0.47,0.26,-22.0,-4.5,15.0,WARMUP
0.48,0.26,-22.0,-4.5,15.0,WARMUP
0.49,0.26,-22.0,-4.5,15.0,WARMUP
0.5,0.26,-22.0,-4.5,15.0,WARMUP
0.51,0.26,-22.0,-4.5,15.0,WARMUP
0.51,0.26,-22.0,-4.5,15.0,WARMUP
0.52,0.26,-22.0,-4.5,15.0,WARMUP
0.53,0.26,-22.0,-4.5,15.0,WARMUP
0.53,0.26,-22.0,-4.5,15.0,WARMUP
0.54,0.26,-22.0,-4.5,15.0,WARMUP
0.54,0.26,-22.0,-4.5,15.0,WARMUP
0.55,0.26,-22.0,-4.5,15.0,WARMUP
0.55,0.26,-22.0,-4.5,15.0,WARMUP
0.56,0.26,-22.0,-4.5,15.0,WARMUP
0.57,0.26,-22.0,-4.5,15.0,WARMUP
0.57,0.26,-22.0,-4.5,15.0,WARMUP
0.58,0.26,-22.0,-4.5,15.0,WARMUP
0.59,0.26,-22.0,-4.5,15.0,WARMUP
0.6,0.26,-22.0,-4.5,15.0,WARMUP
0.6,0.26,-22.0,-4.5,15.0,WARMUP
0.61,0.26,-22.0,-4.5,15.0,WARMUP
0.62,0.26,-22.0,-4.5,15.0,WARMUP
0.63,0.26,-22.0,-4.5,15.0,WARMUP
0.63,0.26,-22.0,-4.5,15.0,WARMUP
0.64,0.26,-22.0,-4.5,15.0,WARMUP
0.65,0.26,-22.0,-4.5,15.0,WARMUP
0.66,0.26,-22.0,-4.5,15.0,WARMUP
0.67,0.26,-22.0,-4.5,15.0,WARMUP
0.67,0.26,-22.0,-4.5,15.0,WARMUP
0.68,0.26,-22.0,-4.5,15.0,WARMUP
0.68,0.26,-22.0,-4.5,15.0,WARMUP
0.69,0.26,-22.0,-4.5,15.0,WARMUP
0.7,0.26,-22.0,-4.5,15.0,WARMUP
0.7,0.26,-22.0,-4.5,15.0,WARMUP
0.71,0.26,-22.0,-4.5,15.0,WARMUP
0.72,0.26,-22.0,-4.5,15.0,WARMUP
0.72,0.26,-22.0,-4.5,15.0,WARMUP
0.73,0.26,-22.0,-4.5,15.0,WARMUP
0.74,0.26,-22.0,-4.5,15.0,WARMUP
0.74,0.26,-22.0,-4.5,15.0,WARMUP
0.75,0.26,-22.0,-4.5,15.0,WARMUP
0.75,0.26,-22.0,-4.5,15.0,WARMUP
0.76,0.26,-22.0,-4.5,15.0,WARMUP
0.77,0.26,-22.0,-4.5,15.0,WARMUP
0.77,0.26,-22.0,-4.5,15.0,WARMUP
0.78,0.26,-22.0,-4.5,15.0,WARMUP
0.79,0.26,-22.0,-4.5,15.0,WARMUP
0.8,0.26,-22.0,-4.5,15.0,WARMUP
0.81,0.26,-22.0,-4.5,15.0,WARMUP
0.82,0.26,-22.0,-4.5,15.0,WARMUP
0.82,0.26,-22.0,-4.5,15.0,WARMUP
0.83,0.26,-22.0,-4.5,15.0,WARMUP
0.84,0.26,-22.0,-4.5,15.0,WARMUP
0.84,0.26,-22.0,-4.5,15.0,WARMUP
0.85,0.26,-22.0,-4.5,15.0,WARMUP
0.85,0.26,-22.0,-4.5,15.0,WARMUP
0.86,0.26,-22.0,-4.5,15.0,WARMUP
0.87,0.26,-22.0,-4.5,15.0,WARMUP
0.87,0.26,-22.0,-4.5,15.0,WARMUP
0.88,0.26,-22.0,-4.5,15.0,WARMUP
0.88,0.26,-22.0,-4.5,15.0,WARMUP
0.89,0.26,-22.0,-4.5,15.0,WARMUP
0.89,0.26,-22.0,-4.5,15.0,WARMUP
0.9,0.26,-22.0,-4.5,15.0,WARMUP
0.91,0.26,-22.0,-4.5,15.0,WARMUP
0.91,0.26,-22.0,-4.5,15.0,WARMUP
0.92,0.26,-22.0,-4.5,15.0,WARMUP
0.92,0.26,-22.0,-4.5,15.0,WARMUP
0.93,0.26,-22.0,-4.5,15.0,WARMUP
0.94,0.26,-22.0,-4.5,15.0,WARMUP
0.94,0.26,-22.0,-4.5,15.0,WARMUP
0.95,0.26,-22.0,-4.5,15.0,WARMUP
0.96,0.26,-22.0,-4.5,15.0,WARMUP
0.97,0.26,-22.0,-4.5,15.0,WARMUP
0.97,0.26,-22.0,-4.5,15.0,WARMUP
0.98,0.26,-22.0,-4.5,15.0,WARMUP
0.99,0.26,-22.0,-4.5,15.0,WARMUP
0.99,0.26,-22.0,-4.5,15.0,WARMUP
1.0,0.26,-22.0,-4.5,15.0,WARMUP
1.0,0.26,-22.0,-4.5,15.0,WARMUP
1.01,0.26,-22.0,-4.5,15.0,WARMUP
1.02,0.26,-22.0,-4.5,15.0,WARMUP
1.02,0.26,-22.0,-4.5,15.0,WARMUP
1.03,0.26,-22.0,-4.5,15.0,WARMUP
1.03,0.26,-22.0,-4.5,15.0,WARMUP
1.04,0.26,-22.0,-4.5,15.0,WARMUP
1.04,0.26,-22.0,-4.5,15.0,WARMUP
1.05,0.26,-22.0,-4.5,15.0,WARMUP
1.06,0.26,-22.0,-4.5,15.0,WARMUP
1.07,0.26,-22.0,-4.5,15.0,WARMUP
1.07,0.26,-22.0,-4.5,15.0,WARMUP
1.08,0.26,-22.0,-4.5,15.0,WARMUP
1.09,0.26,-22.0,-4.5,15.0,WARMUP
1.1,0.26,-22.0,-4.5,15.0,WARMUP
1.1,0.26,-22.0,-4.5,15.0,WARMUP
1.11,0.26,-22.0,-4.5,15.0,WARMUP
1.12,0.26,-22.0,-4.5,15.0,WARMUP
1.12,0.26,-22.0,-4.5,15.0,WARMUP
1.13,0.26,-22.0,-4.5,15.0,WARMUP
1.13,0.26,-22.0,-4.5,15.0,WARMUP
1.14,0.26,-22.0,-4.5,15.0,WARMUP
1.15,0.26,-22.0,-4.5,15.0,WARMUP
1.15,0.26,-22.0,-4.5,15.0,WARMUP
1.16,0.26,-22.0,-4.5,15.0,WARMUP
1.17,0.26,-22.0,-4.5,15.0,WARMUP
1.17,0.26,-22.0,-4.5,15.0,WARMUP
1.19,0.26,-22.0,-4.5,15.0,WARMUP
1.19,0.26,-22.0,-4.5,15.0,WARMUP
1.2,0.26,-22.0,-4.5,15.0,WARMUP
1.21,0.26,-22.0,-4.5,15.0,WARMUP
1.22,0.26,-22.0,-4.5,15.0,WARMUP
1.23,0.26,-22.0,-4.5,15.0,WARMUP
1.24,0.26,-22.0,-4.5,15.0,WARMUP
1.25,0.26,-22.0,-4.5,15.0,WARMUP
1.26,0.26,-22.0,-4.5,15.0,WARMUP
1.27,0.26,-22.0,-4.5,15.0,WARMUP
1.28,0.26,-22.0,-4.5,15.0,WARMUP
1.28,0.26,-22.0,-4.5,15.0,WARMUP
1.29,0.26,-22.0,-4.5,15.0,WARMUP
1.3,0.26,-22.0,-4.5,15.0,WARMUP
1.3,0.26,-22.0,-4.5,15.0,WARMUP
1.31,0.26,-22.0,-4.5,15.0,WARMUP
1.32,0.26,-22.0,-4.5,15.0,WARMUP
1.32,0.26,-22.0,-4.5,15.0,WARMUP
1.33,0.26,-22.0,-4.5,15.0,WARMUP
1.33,0.26,-22.0,-4.5,15.0,WARMUP
1.34,0.26,-22.0,-4.5,15.0,WARMUP
1.35,0.26,-22.0,-4.5,15.0,WARMUP
1.36,0.26,-22.0,-4.5,15.0,WARMUP
1.36,0.26,-22.0,-4.5,15.0,WARMUP
1.37,0.26,-22.0,-4.5,15.0,WARMUP
1.37,0.26,-22.0,-4.5,15.0,WARMUP
1.38,0.26,-22.0,-4.5,15.0,WARMUP
1.39,0.26,-22.0,-4.5,15.0,WARMUP
1.39,0.26,-22.0,-4.5,15.0,WARMUP
1.4,0.26,-22.0,-4.5,15.0,WARMUP
1.41,0.26,-22.0,-4.5,15.0,WARMUP
1.42,0.26,-22.0,-4.5,15.0,WARMUP
1.43,0.26,-22.0,-4.5,15.0,WARMUP
1.44,0.26,-22.0,-4.5,15.0,WARMUP
1.44,0.26,-22.0,-4.5,15.0,WARMUP
1.45,0.26,-22.0,-4.5,15.0,WARMUP
1.45,0.26,-22.0,-4.5,15.0,WARMUP
1.46,0.26,-22.0,-4.5,15.0,WARMUP
1.47,0.26,-22.0,-4.5,15.0,WARMUP
1.48,0.26,-22.0,-4.5,15.0,WARMUP
1.48,0.26,-22.0,-4.5,15.0,WARMUP
1.5,0.26,-22.0,-4.5,15.0,WARMUP
1.5,0.26,-22.0,-4.5,15.0,WARMUP
1.51,0.26,-22.0,-4.5,15.0,WARMUP
1.52,0.26,-22.0,-4.5,15.0,WARMUP
1.53,0.26,-22.0,-4.5,15.0,WARMUP
1.53,0.26,-22.0,-4.5,15.0,WARMUP
1.54,0.26,-22.0,-4.5,15.0,WARMUP
1.54,0.26,-22.0,-4.5,15.0,WARMUP
1.55,0.26,-22.0,-4.5,15.0,WARMUP
1.56,0.26,-22.0,-4.5,15.0,WARMUP
1.57,0.26,-22.0,-4.5,15.0,WARMUP
1.58,0.26,-22.0,-4.5,15.0,WARMUP
1.58,0.26,-22.0,-4.5,15.0,WARMUP
1.59,0.26,-22.0,-4.5,15.0,WARMUP
1.59,0.26,-22.0,-4.5,15.0,WARMUP
1.6,0.26,-22.0,-4.5,15.0,WARMUP
1.61,0.26,-22.0,-4.5,15.0,WARMUP
1.61,0.26,-22.0,-4.5,15.0,WARMUP
1.62,0.26,-22.0,-4.5,15.0,WARMUP
1.63,0.26,-22.0,-4.5,15.0,WARMUP
1.63,0.26,-22.0,-4.5,15.0,WARMUP
1.64,0.26,-22.0,-4.5,15.0,WARMUP
1.65,0.26,-22.0,-4.5,15.0,WARMUP
1.65,0.26,-22.0,-4.5,15.0,WARMUP
1.66,0.26,-22.0,-4.5,15.0,WARMUP
1.66,0.26,-22.0,-4.5,15.0,WARMUP
1.67,0.26,-22.0,-4.5,15.0,WARMUP
1.68,0.26,-22.0,-4.5,15.0,WARMUP
1.68,0.26,-22.0,-4.5,15.0,WARMUP
1.69,0.26,-22.0,-4.5,15.0,WARMUP
1.69,0.26,-22.0,-4.5,15.0,WARMUP
1.7,0.26,-22.0,-4.5,15.0,WARMUP
1.71,0.26,-22.0,-4.5,15.0,WARMUP
1.71,0.26,-22.0,-4.5,15.0,WARMUP
1.72,0.26,-22.0,-4.5,15.0,WARMUP
1.72,0.26,-22.0,-4.5,15.0,WARMUP
1.73,0.26,-22.0,-4.5,15.0,WARMUP
1.74,0.26,-22.0,-4.5,15.0,WARMUP
1.74,0.26,-22.0,-4.5,15.0,WARMUP
1.75,0.26,-22.0,-4.5,15.0,WARMUP
1.75,0.26,-22.0,-4.5,15.0,WARMUP
1.76,0.26,-22.0,-4.5,15.0,WARMUP
1.76,0.26,-22.0,-4.5,15.0,WARMUP
1.77,0.26,-22.0,-4.5,15.0,WARMUP
1.78,0.26,-22.0,-4.5,15.0,WARMUP
1.78,0.26,-22.0,-4.5,15.0,WARMUP
1.79,0.26,-22.0,-4.5,15.0,WARMUP
1.79,0.26,-22.0,-4.5,15.0,WARMUP
1.8,0.26,-22.0,-4.5,15.0,WARMUP
1.81,0.26,-22.0,-4.5,15.0,WARMUP
1.81,0.26,-22.0,-4.5,15.0,WARMUP
1.82,0.26,-22.0,-4.5,15.0,WARMUP
1.82,0.26,-22.0,-4.5,15.0,WARMUP
1.83,0.26,-22.0,-4.5,15.0,WARMUP
1.83,0.26,-22.0,-4.5,15.0,WARMUP
1.84,0.26,-22.0,-4.5,15.0,WARMUP
1.85,0.26,-22.0,-4.5,15.0,WARMUP
1.85,0.26,-22.0,-4.5,15.0,WARMUP
1.86,0.26,-22.0,-4.5,15.0,WARMUP
1.86,0.26,-22.0,-4.5,15.0,WARMUP
1.87,0.26,-22.0,-4.5,15.0,WARMUP
1.87,0.26,-22.0,-4.5,15.0,WARMUP
1.88,0.26,-22.0,-4.5,15.0,WARMUP
1.89,0.26,-22.0,-4.5,15.0,WARMUP
1.89,0.26,-22.0,-4.5,15.0,WARMUP
1.9,0.26,-22.0,-4.5,15.0,WARMUP
1.9,0.26,-22.0,-4.5,15.0,WARMUP
1.91,0.26,-22.0,-4.5,15.0,WARMUP
1.91,0.26,-22.0,-4.5,15.0,WARMUP
1.92,0.26,-22.0,-4.5,15.0,WARMUP
1.93,0.26,-22.0,-4.5,15.0,WARMUP
1.93,0.26,-22.0,-4.5,15.0,WARMUP
1.94,0.26,-22.0,-4.5,15.0,WARMUP
1.94,0.26,-22.0,-4.5,15.0,WARMUP
1.95,0.26,-22.0,-4.5,15.0,WARMUP
1.96,0.26,-22.0,-4.5,15.0,WARMUP
1.96,0.26,-22.0,-4.5,15.0,WARMUP
1.97,0.26,-22.0,-4.5,15.0,WARMUP
1.97,0.26,-22.0,-4.5,15.0,WARMUP
1.98,0.26,-22.0,-4.5,15.0,WARMUP
1.98,0.26,-22.0,-4.5,15.0,WARMUP
1.99,0.26,-22.0,-4.5,15.0,WARMUP
1.99,0.26,-22.0,-4.5,15.0,WARMUP
2.0,0.26,-22.0,-4.5,15.0,WARMUP
2.01,0.26,-22.0,-4.5,15.0,WARMUP
2.01,0.26,-22.0,-4.5,15.0,WARMUP
2.02,0.26,-22.0,-4.5,15.0,WARMUP
2.03,0.26,-22.0,-4.5,15.0,WARMUP
2.03,0.26,-22.0,-4.5,15.0,WARMUP
2.04,0.26,-22.0,-4.5,15.0,WARMUP
2.04,0.26,-22.0,-4.5,15.0,WARMUP
2.05,0.26,-22.0,-4.5,15.0,WARMUP
2.05,0.26,-22.0,-4.5,15.0,WARMUP
2.06,0.26,-22.0,-4.5,15.0,WARMUP
2.07,0.26,-22.0,-4.5,15.0,WARMUP
2.08,0.26,-22.0,-4.5,15.0,WARMUP
2.08,0.26,-22.0,-4.5,15.0,WARMUP
2.09,0.26,-22.0,-4.5,15.0,WARMUP
2.09,0.26,-22.0,-4.5,15.0,WARMUP
2.1,0.26,-22.0,-4.5,15.0,WARMUP
2.1,0.26,-22.0,-4.5,15.0,WARMUP
2.11,0.26,-22.0,-4.5,15.0,WARMUP
2.12,0.26,-22.0,-4.5,15.0,WARMUP
2.12,0.26,-22.0,-4.5,15.0,WARMUP
2.13,0.26,-22.0,-4.5,15.0,WARMUP
2.13,0.26,-22.0,-4.5,15.0,WARMUP
2.14,0.26,-22.0,-4.5,15.0,WARMUP
2.14,0.26,-22.0,-4.5,15.0,WARMUP
2.15,0.26,-22.0,-4.5,15.0,WARMUP
2.16,0.26,-22.0,-4.5,15.0,WARMUP
2.16,0.26,-22.0,-4.5,15.0,WARMUP
2.17,0.26,-22.0,-4.5,15.0,WARMUP
2.17,0.26,-22.0,-4.5,15.0,WARMUP
2.18,0.26,-22.0,-4.5,15.0,WARMUP
2.19,0.26,-22.0,-4.5,15.0,WARMUP
2.19,0.26,-22.0,-4.5,15.0,WARMUP
2.2,0.26,-22.0,-4.5,15.0,WARMUP
2.2,0.26,-22.0,-4.5,15.0,WARMUP
2.21,0.26,-22.0,-4.5,15.0,WARMUP
2.21,0.26,-22.0,-4.5,15.0,WARMUP
2.22,0.26,-22.0,-4.5,15.0,WARMUP
2.22,0.26,-22.0,-4.5,15.0,WARMUP
2.23,0.26,-22.0,-4.5,15.0,WARMUP
2.24,0.26,-22.0,-4.5,15.0,WARMUP
2.24,0.26,-22.0,-4.5,15.0,WARMUP
2.25,0.26,-22.0,-4.5,15.0,WARMUP
2.25,0.26,-22.0,-4.5,15.0,WARMUP
2.26,0.26,-22.0,-4.5,15.0,WARMUP
2.26,0.26,-22.0,-4.5,15.0,WARMUP
2.27,0.26,-22.0,-4.5,15.0,WARMUP
2.27,0.26,-22.0,-4.5,15.0,WARMUP
2.28,0.26,-22.0,-4.5,15.0,WARMUP
2.29,0.26,-22.0,-4.5,15.0,WARMUP
2.29,0.26,-22.0,-4.5,15.0,WARMUP
2.3,0.26,-22.0,-4.5,15.0,WARMUP
2.3,0.26,-22.0,-4.5,15.0,WARMUP
2.31,0.26,-22.0,-4.5,15.0,WARMUP
2.32,0.26,-22.0,-4.5,15.0,WARMUP
2.32,0.26,-22.0,-4.5,15.0,WARMUP
2.33,0.26,-22.0,-4.5,15.0,WARMUP
2.33,0.26,-22.0,-4.5,15.0,WARMUP
2.34,0.26,-22.0,-4.5,15.0,WARMUP
2.34,0.26,-22.0,-4.5,15.0,WARMUP
2.35,0.26,-22.0,-4.5,15.0,WARMUP
2.35,0.26,-22.0,-4.5,15.0,WARMUP
2.36,0.26,-22.0,-4.5,15.0,WARMUP
2.37,0.26,-22.0,-4.5,15.0,WARMUP
2.37,0.26,-22.0,-4.5,15.0,WARMUP
2.38,0.26,-22.0,-4.5,15.0,WARMUP
2.38,0.26,-22.0,-4.5,15.0,WARMUP
2.39,0.26,-22.0,-4.5,15.0,WARMUP
2.39,0.26,-22.0,-4.5,15.0,WARMUP
2.4,0.26,-22.0,-4.5,15.0,WARMUP
2.41,0.26,-22.0,-4.5,15.0,WARMUP
2.41,0.26,-22.0,-4.5,15.0,WARMUP
2.42,0.26,-22.0,-4.5,15.0,WARMUP
2.42,0.26,-22.0,-4.5,15.0,WARMUP
2.43,0.26,-22.0,-4.5,15.0,WARMUP
2.43,0.26,-22.0,-4.5,15.0,WARMUP
2.44,0.26,-22.0,-4.5,15.0,WARMUP
2.44,0.26,-22.0,-4.5,15.0,WARMUP
2.45,0.26,-22.0,-4.5,15.0,WARMUP
2.46,0.26,-22.0,-4.5,15.0,WARMUP
2.46,0.26,-22.0,-4.5,15.0,WARMUP
2.47,0.26,-22.0,-4.5,15.0,WARMUP
2.48,0.26,-22.0,-4.5,15.0,WARMUP
2.48,0.26,-22.0,-4.5,15.0,WARMUP
2.49,0.26,-22.0,-4.5,15.0,WARMUP
2.49,0.26,-22.0,-4.5,15.0,WARMUP
2.5,0.26,-22.0,-4.5,15.0,WARMUP
2.51,0.26,-22.0,-4.5,15.0,WARMUP
2.51,0.26,-22.0,-4.5,15.0,WARMUP
2.52,0.26,-22.0,-4.5,15.0,WARMUP
2.52,0.26,-22.0,-4.5,15.0,WARMUP
2.53,0.26,-22.0,-4.5,15.0,WARMUP
2.53,0.26,-22.0,-4.5,15.0,WARMUP
2.54,0.26,-22.0,-4.5,15.0,WARMUP
2.55,0.26,-22.0,-4.5,15.0,WARMUP
2.55,0.26,-22.0,-4.5,15.0,WARMUP
2.56,0.26,-22.0,-4.5,15.0,WARMUP
2.57,0.26,-22.0,-4.5,15.0,WARMUP
2.57,0.26,-22.0,-4.5,15.0,WARMUP
2.58,0.26,-22.0,-4.5,15.0,WARMUP
2.59,0.26,-22.0,-4.5,15.0,WARMUP
2.59,0.26,-22.0,-4.5,15.0,WARMUP
2.6,0.26,-22.0,-4.5,15.0,WARMUP
2.61,0.26,-22.0,-4.5,15.0,WARMUP
2.61,0.26,-22.0,-4.5,15.0,WARMUP
2.62,0.26,-22.0,-4.5,15.0,WARMUP
2.63,0.26,-22.0,-4.5,15.0,WARMUP
2.64,0.26,-22.0,-4.5,15.0,WARMUP
2.64,0.26,-22.0,-4.5,15.0,WARMUP
2.65,0.26,-22.0,-4.5,15.0,WARMUP
2.65,0.26,-22.0,-4.5,15.0,WARMUP
2.66,0.26,-22.0,-4.5,15.0,WARMUP
2.67,0.26,-22.0,-4.5,15.0,WARMUP
2.67,0.26,-22.0,-4.5,15.0,WARMUP
2.68,0.26,-22.0,-4.5,15.0,WARMUP
2.68,0.26,-22.0,-4.5,15.0,WARMUP
2.69,0.26,-22.0,-4.5,15.0,WARMUP
2.69,0.26,-22.0,-4.5,15.0,WARMUP
2.7,0.26,-22.0,-4.5,15.0,WARMUP
2.71,0.26,-22.0,-4.5,15.0,WARMUP
2.71,0.26,-22.0,-4.5,15.0,WARMUP
2.72,0.26,-22.0,-4.5,15.0,WARMUP
2.72,0.26,-22.0,-4.5,15.0,WARMUP
2.73,0.26,-22.0,-4.5,15.0,WARMUP
2.73,0.26,-22.0,-4.5,15.0,WARMUP
2.74,0.26,-22.0,-4.5,15.0,WARMUP
2.75,0.26,-22.0,-4.5,15.0,WARMUP
2.75,0.26,-22.0,-4.5,15.0,WARMUP
2.76,0.26,-22.0,-4.5,15.0,WARMUP
2.76,0.26,-22.0,-4.5,15.0,WARMUP
2.77,0.26,-22.0,-4.5,15.0,WARMUP
2.78,0.26,-22.0,-4.5,15.0,WARMUP
2.79,0.26,-22.0,-4.5,15.0,WARMUP
2.79,0.26,-22.0,-4.5,15.0,WARMUP
2.8,0.26,-22.0,-4.5,15.0,WARMUP
2.8,0.26,-22.0,-4.5,15.0,WARMUP
2.81,0.26,-22.0,-4.5,15.0,WARMUP
2.81,0.26,-22.0,-4.5,15.0,WARMUP
2.82,0.26,-22.0,-4.5,15.0,WARMUP
2.82,0.26,-22.0,-4.5,15.0,WARMUP
2.83,0.26,-22.0,-4.5,15.0,WARMUP
2.84,0.26,-22.0,-4.5,15.0,WARMUP
2.84,0.26,-22.0,-4.5,15.0,WARMUP
2.85,0.26,-22.0,-4.5,15.0,WARMUP
2.85,0.26,-22.0,-4.5,15.0,WARMUP
2.86,0.26,-22.0,-4.5,15.0,WARMUP
2.86,0.26,-22.0,-4.5,15.0,WARMUP
2.87,0.26,-22.0,-4.5,15.0,WARMUP
2.87,0.26,-22.0,-4.5,15.0,WARMUP
2.88,0.26,-22.0,-4.5,15.0,WARMUP
2.89,0.26,-22.0,-4.5,15.0,WARMUP
2.89,0.26,-22.0,-4.5,15.0,WARMUP
2.9,0.26,-22.0,-4.5,15.0,WARMUP
2.9,0.26,-22.0,-4.5,15.0,WARMUP
2.91,0.26,-22.0,-4.5,15.0,WARMUP
2.91,0.26,-22.0,-4.5,15.0,WARMUP
2.92,0.26,-22.0,-4.5,15.0,WARMUP
2.93,0.26,-22.0,-4.5,15.0,WARMUP
2.93,0.26,-22.0,-4.5,15.0,WARMUP
2.94,0.26,-22.0,-4.5,15.0,WARMUP
2.94,0.26,-22.0,-4.5,15.0,WARMUP
2.95,0.26,-22.0,-4.5,15.0,WARMUP
2.96,0.26,-22.0,-4.5,15.0,WARMUP
2.96,0.26,-22.0,-4.5,15.0,WARMUP
2.97,0.26,-22.0,-4.5,15.0,WARMUP
2.97,0.26,-22.0,-4.5,15.0,WARMUP
2.98,0.26,-22.0,-4.5,15.0,WARMUP
2.98,0.26,-22.0,-4.5,15.0,WARMUP
2.99,0.26,-22.0,-4.5,15.0,WARMUP
2.99,0.26,-22.0,-4.5,15.0,WARMUP
3.0,0.26,-22.0,-4.5,15.0,TAKEOFF
3.01,0.26,-22.0,-4.5,15.0,TAKEOFF
3.01,0.27,-22.0,-4.5,15.0,TAKEOFF
3.02,0.27,-22.0,-4.5,15.0,TAKEOFF
3.02,0.27,-22.0,-4.5,15.0,TAKEOFF
3.03,0.27,-22.0,-4.5,15.0,TAKEOFF
3.03,0.28,-22.0,-4.5,15.0,TAKEOFF
3.04,0.29,-22.0,-4.5,15.0,TAKEOFF
3.04,0.29,-22.0,-4.5,15.0,TAKEOFF
3.05,0.3,-22.0,-4.5,15.0,TAKEOFF
3.06,0.31,-22.0,-4.5,15.0,TAKEOFF
3.06,0.32,-22.0,-4.5,15.0,TAKEOFF
3.07,0.33,-22.0,-4.5,15.0,TAKEOFF
3.07,0.34,-22.0,-4.5,15.0,TAKEOFF
3.08,0.35,-22.0,-4.5,15.0,TAKEOFF
3.08,0.37,-22.0,-4.5,15.0,TAKEOFF
3.09,0.38,-22.0,-4.5,15.0,TAKEOFF
3.1,0.39,-22.0,-4.5,15.0,TAKEOFF
3.1,0.41,-22.0,-4.5,15.0,TAKEOFF
3.11,0.43,-22.0,-4.5,15.0,TAKEOFF
3.11,0.44,-22.0,-4.5,15.0,TAKEOFF
3.12,0.46,-22.0,-4.5,15.0,TAKEOFF
3.12,0.48,-22.0,-4.5,15.0,TAKEOFF
