Temps,Altitude_m,Masse_kg,NDVI
30.72,14.11,14.3,0.35
30.72,14.11,14.3,0.35
30.73,14.11,14.3,0.35
30.73,14.11,14.3,0.35
30.74,14.11,14.3,0.35
30.74,14.11,14.3,0.35
30.75,14.11,14.3,0.35
30.75,14.11,14.3,0.35
30.75,14.11,14.3,0.35
30.76,14.11,14.3,0.35
30.76,14.11,14.3,0.35
30.77,14.11,14.3,0.35
30.77,14.11,14.3,0.35
30.78,14.11,14.3,0.35
30.78,14.11,14.3,0.35
30.79,14.11,14.3,0.35
30.79,14.11,14.3,0.35
30.8,14.11,14.3,0.35
30.8,14.11,14.3,0.35
30.8,14.11,14.3,0.35
30.81,14.11,14.3,0.35
30.81,14.11,14.3,0.35
30.82,14.11,14.3,0.35
30.82,14.11,14.3,0.35
30.83,14.11,14.3,0.35
30.83,14.11,14.3,0.35
30.84,14.11,14.3,0.35
30.84,14.11,14.3,0.35
30.84,14.11,14.3,0.35
30.85,14.11,14.3,0.35
30.85,14.11,14.3,0.35
30.86,14.11,14.3,0.35
30.86,14.11,14.3,0.35
30.87,14.11,14.3,0.35
30.87,14.11,14.3,0.35
30.88,14.11,14.3,0.35
30.88,14.11,14.3,0.35
30.89,14.11,14.3,0.35
30.89,14.11,14.3,0.35
30.89,14.11,14.3,0.35
30.9,14.11,14.3,0.35
30.9,14.11,14.29,0.35
30.91,14.11,14.29,0.35
30.91,14.11,14.29,0.35
30.92,14.11,14.29,0.35
30.92,14.11,14.29,0.35
30.93,14.11,14.29,0.35
30.93,14.11,14.29,0.35
30.93,14.11,14.29,0.35
30.94,14.11,14.29,0.35
30.94,14.11,14.29,0.35
30.95,14.11,14.29,0.35
30.95,14.11,14.29,0.35
30.96,14.11,14.29,0.35
30.96,14.11,14.29,0.35
30.97,14.11,14.29,0.35
30.97,14.11,14.29,0.35
30.98,14.11,14.29,0.35
30.98,14.11,14.29,0.35
30.98,14.11,14.29,0.35
30.99,14.11,14.29,0.35
30.99,14.11,14.29,0.35
31.0,14.11,14.29,0.35
31.0,14.11,14.29,0.35
31.01,14.11,14.29,0.35
31.01,14.11,14.29,0.35
31.02,14.11,14.29,0.35
31.02,14.11,14.29,0.35
31.02,14.11,14.29,0.35
31.03,14.11,14.29,0.35
31.03,14.11,14.29,0.35
31.04,14.11,14.29,0.35
31.04,14.11,14.29,0.35
31.05,14.11,14.29,0.35
31.05,14.11,14.29,0.35
31.06,14.11,14.29,0.35
31.06,14.11,14.29,0.35
31.07,14.11,14.29,0.35
31.07,14.11,14.29,0.35
31.07,14.11,14.29,0.35
31.08,14.11,14.29,0.35
31.08,14.11,14.29,0.35
31.09,14.11,14.29,0.35
31.09,14.11,14.29,0.35
31.1,14.11,14.29,0.35
31.1,14.11,14.29,0.35
31.11,14.11,14.29,0.35
31.11,14.11,14.29,0.35
31.12,14.11,14.29,0.35
31.12,14.11,14.29,0.35
31.12,14.11,14.29,0.35
31.13,14.11,14.29,0.35
31.13,14.11,14.29,0.35
31.14,14.11,14.29,0.35
31.14,14.11,14.29,0.35
31.15,14.11,14.29,0.35
31.15,14.11,14.29,0.35
31.16,14.11,14.29,0.35
31.16,14.11,14.29,0.35
31.16,14.11,14.29,0.35
31.17,14.11,14.29,0.35
31.17,14.11,14.29,0.35
31.18,14.11,14.29,0.35
31.18,14.11,14.29,0.35
31.19,14.11,14.29,0.35
31.19,14.11,14.29,0.35
31.2,14.11,14.29,0.35
31.2,14.11,14.29,0.35
31.21,14.11,14.29,0.35
31.21,14.11,14.29,0.35
31.21,14.11,14.29,0.35
31.22,14.11,14.29,0.35
31.22,14.11,14.29,0.35
31.23,14.11,14.29,0.35
31.23,14.11,14.29,0.35
31.24,14.11,14.29,0.35
31.24,14.11,14.29,0.35
31.25,14.11,14.29,0.35
31.25,14.11,14.29,0.35
31.26,14.11,14.29,0.35
31.26,14.11,14.29,0.35
31.26,14.11,14.28,0.35
31.27,14.11,14.28,0.35
31.27,14.11,14.28,0.35
31.28,14.11,14.28,0.35
31.28,14.11,14.28,0.35
31.29,14.11,14.28,0.35
31.29,14.11,14.28,0.35
31.3,14.11,14.28,0.35
31.3,14.11,14.28,0.35
31.3,14.11,14.28,0.35
31.31,14.11,14.28,0.35
31.31,14.11,14.28,0.35
31.32,14.11,14.28,0.35
31.32,14.11,14.28,0.35
31.33,14.11,14.28,0.35
31.33,14.11,14.28,0.35
31.34,14.11,14.28,0.35
31.34,14.11,14.28,0.35
31.35,14.11,14.28,0.35
31.35,14.11,14.28,0.35
31.35,14.11,14.28,0.35
31.36,14.11,14.28,0.35
31.36,14.11,14.28,0.35
31.37,14.11,14.28,0.35
31.37,14.11,14.28,0.35
31.38,14.11,14.28,0.35
31.38,14.11,14.28,0.35
31.39,14.11,14.28,0.35
31.39,14.11,14.28,0.35
31.4,14.11,14.28,0.35
31.4,14.11,14.28,0.35
31.4,14.11,14.28,0.35
31.41,14.11,14.28,0.35
31.41,14.11,14.28,0.35
31.42,14.11,14.28,0.35
31.42,14.11,14.28,0.35
31.43,14.11,14.28,0.35
31.43,14.11,14.28,0.35
31.44,14.11,14.28,0.35
31.44,14.11,14.28,0.35
31.45,14.11,14.28,0.35
31.45,14.11,14.28,0.35
31.45,14.11,14.28,0.35
31.46,14.11,14.28,0.35
31.46,14.11,14.28,0.35
31.47,14.11,14.28,0.35
31.47,14.11,14.28,0.35
31.48,14.11,14.28,0.35
31.48,14.11,14.28,0.35
31.49,14.11,14.28,0.35
31.49,14.11,14.28,0.35
31.49,14.11,14.28,0.35
31.5,14.11,14.28,0.35
31.5,14.11,14.28,0.35
31.51,14.11,14.28,0.35
31.51,14.11,14.28,0.35
31.52,14.11,14.28,0.35
31.52,14.11,14.28,0.35
31.53,14.11,14.28,0.35
31.53,14.11,14.28,0.35
31.54,14.11,14.28,0.35
31.54,14.11,14.28,0.35
31.54,14.11,14.28,0.35
31.55,14.11,14.28,0.35
31.55,14.11,14.28,0.35
31.56,14.11,14.28,0.35
31.56,14.11,14.28,0.35
31.57,14.11,14.28,0.35
31.57,14.11,14.28,0.35
31.58,14.11,14.28,0.35
31.58,14.11,14.28,0.35
31.58,14.11,14.28,0.35
31.59,14.11,14.28,0.35
31.59,14.11,14.28,0.35
31.6,14.11,14.28,0.35
31.6,14.11,14.28,0.35
31.61,14.11,14.28,0.35
31.61,14.11,14.28,0.35
31.62,14.11,14.28,0.35
31.62,14.11,14.28,0.35
31.63,14.11,14.27,0.35
31.63,14.11,14.27,0.35
31.63,14.11,14.27,0.35
31.64,14.11,14.27,0.35
31.64,14.11,14.27,0.35
31.65,14.11,14.27,0.35
31.65,14.11,14.27,0.35
31.66,14.11,14.27,0.35
31.66,14.11,14.27,0.35
31.67,14.11,14.27,0.35
31.67,14.11,14.27,0.35
31.68,14.11,14.27,0.35
31.68,14.11,14.27,0.35
31.68,14.11,14.27,0.35
31.69,14.11,14.27,0.35
31.69,14.11,14.27,0.35
31.7,14.11,14.27,0.35
31.7,14.11,14.27,0.35
31.71,14.11,14.27,0.35
31.71,14.11,14.27,0.35
31.72,14.11,14.27,0.35
31.72,14.11,14.27,0.35
31.72,14.11,14.27,0.35
31.73,14.11,14.27,0.35
31.73,14.11,14.27,0.35
31.74,14.11,14.27,0.35
31.74,14.11,14.27,0.35
31.75,14.11,14.27,0.35
31.75,14.11,14.27,0.35
31.76,14.11,14.27,0.35
31.76,14.11,14.27,0.35
31.77,14.11,14.27,0.35
31.77,14.11,14.27,0.35
31.77,14.11,14.27,0.35
31.78,14.11,14.27,0.35
31.78,14.11,14.27,0.35
31.79,14.11,14.27,0.35
31.79,14.11,14.27,0.35
31.8,14.11,14.27,0.35
31.8,14.11,14.27,0.35
31.81,14.11,14.27,0.35
31.81,14.11,14.27,0.35
31.81,14.11,14.27,0.35
31.82,14.11,14.27,0.35
31.82,14.11,14.27,0.35
31.83,14.11,14.27,0.35
31.83,14.11,14.27,0.35
31.84,14.11,14.27,0.35
31.84,14.11,14.27,0.35
31.85,14.11,14.27,0.35
31.85,14.11,14.27,0.35
31.86,14.11,14.27,0.35
31.86,14.11,14.27,0.35
31.86,14.11,14.27,0.35
31.87,14.11,14.27,0.35
31.87,14.11,14.27,0.35
31.88,14.11,14.27,0.35
31.88,14.11,14.27,0.35
31.89,14.11,14.27,0.35
31.89,14.11,14.27,0.35
31.9,14.11,14.27,0.35
31.9,14.11,14.27,0.35
31.9,14.11,14.27,0.35
31.91,14.11,14.27,0.35
31.91,14.11,14.27,0.35
31.92,14.11,14.27,0.35
31.92,14.11,14.27,0.35
31.93,14.11,14.27,0.35
31.93,14.11,14.27,0.35
31.94,14.11,14.27,0.35
31.94,14.11,14.27,0.35
31.94,14.11,14.27,0.35
31.95,14.11,14.27,0.35
31.95,14.11,14.27,0.35
31.96,14.11,14.27,0.35
31.96,14.11,14.27,0.35
31.97,14.11,14.27,0.35
31.97,14.11,14.27,0.35
31.98,14.11,14.27,0.35
31.98,14.11,14.27,0.35
31.99,14.11,14.26,0.35
31.99,14.11,14.26,0.35
31.99,14.11,14.26,0.35
32.0,14.11,14.26,0.35
32.0,14.11,14.26,0.35
32.01,14.11,14.26,0.35
32.01,14.11,14.26,0.35
32.02,14.11,14.26,0.35
32.02,14.11,14.26,0.35
32.03,14.11,14.26,0.35
32.03,14.11,14.26,0.35
32.03,14.11,14.26,0.35
32.04,14.11,14.26,0.35
32.04,14.11,14.26,0.35
32.05,14.11,14.26,0.35
32.05,14.11,14.26,0.35
32.06,14.11,14.26,0.35
32.06,14.11,14.26,0.35
32.07,14.11,14.26,0.35
32.07,14.11,14.26,0.35
32.08,14.11,14.26,0.35
32.08,14.11,14.26,0.35
32.08,14.11,14.26,0.35
32.09,14.11,14.26,0.35
32.09,14.11,14.26,0.35
32.1,14.11,14.26,0.35
32.1,14.11,14.26,0.35
32.11,14.11,14.26,0.35
32.11,14.11,14.26,0.35
32.12,14.11,14.26,0.35
32.12,14.11,14.26,0.35
32.12,14.11,14.26,0.35
32.13,14.11,14.26,0.35
32.13,14.11,14.26,0.35
32.14,14.11,14.26,0.35
32.14,14.11,14.26,0.35
32.15,14.11,14.26,0.35
32.15,14.11,14.26,0.35
32.16,14.11,14.26,0.35
32.16,14.11,14.26,0.35
32.17,14.11,14.26,0.35
32.17,14.11,14.26,0.35
32.17,14.11,14.26,0.35
32.18,14.11,14.26,0.35
32.18,14.11,14.26,0.35
32.19,14.11,14.26,0.35
32.19,14.11,14.26,0.35
32.2,14.11,14.26,0.35
32.2,14.11,14.26,0.35
32.21,14.11,14.26,0.35
32.21,14.11,14.26,0.35
32.22,14.11,14.26,0.35
32.22,14.11,14.26,0.35
32.22,14.11,14.26,0.35
32.23,14.11,14.26,0.35
32.23,14.11,14.26,0.35
32.24,14.11,14.26,0.35
32.24,14.11,14.26,0.35
32.25,14.11,14.26,0.35
32.25,14.11,14.26,0.35
32.26,14.11,14.26,0.35
32.26,14.11,14.26,0.35
32.27,14.11,14.26,0.35
32.27,14.11,14.26,0.35
32.27,14.11,14.26,0.35
32.28,14.11,14.26,0.35
32.28,14.11,14.26,0.35
32.29,14.11,14.26,0.35
32.29,14.11,14.26,0.35
32.3,14.11,14.26,0.35
32.3,14.11,14.26,0.35
32.31,14.11,14.26,0.35
32.31,14.11,14.26,0.35
32.31,14.11,14.26,0.35
32.32,14.11,14.26,0.35
32.32,14.11,14.26,0.35
32.33,14.11,14.26,0.35
32.33,14.11,14.26,0.35
32.34,14.11,14.26,0.35
32.34,14.11,14.26,0.35
32.35,14.11,14.25,0.35
32.35,14.11,14.25,0.35
32.36,14.11,14.25,0.35
32.36,14.11,14.25,0.35
32.36,14.11,14.25,0.35
32.37,14.11,14.25,0.35
32.37,14.11,14.25,0.35
32.38,14.11,14.25,0.35
32.38,14.11,14.25,0.35
32.39,14.11,14.25,0.35
32.39,14.11,14.25,0.35
32.4,14.11,14.25,0.35
32.4,14.11,14.25,0.35
32.4,14.11,14.25,0.35
32.41,14.11,14.25,0.35
32.41,14.11,14.25,0.35
32.42,14.11,14.25,0.35
32.42,14.11,14.25,0.35
32.43,14.11,14.25,0.35
32.43,14.11,14.25,0.35
32.44,14.11,14.25,0.35
32.44,14.11,14.25,0.35
32.45,14.11,14.25,0.35
32.45,14.11,14.25,0.35
32.45,14.11,14.25,0.35
32.46,14.11,14.25,0.35
32.46,14.11,14.25,0.35
32.47,14.11,14.25,0.35
32.47,14.11,14.25,0.35
32.48,14.11,14.25,0.35
32.48,14.11,14.25,0.35
32.49,14.11,14.25,0.35
32.49,14.11,14.25,0.35
32.49,14.11,14.25,0.35
32.5,14.11,14.25,0.35
32.5,14.11,14.25,0.35
32.51,14.11,14.25,0.35
32.51,14.11,14.25,0.35
32.52,14.11,14.25,0.35
32.52,14.11,14.25,0.35
32.53,14.11,14.25,0.35
32.53,14.11,14.25,0.35
32.54,14.11,14.25,0.35
32.54,14.11,14.25,0.35
32.54,14.11,14.25,0.35
32.55,14.11,14.25,0.35
32.55,14.11,14.25,0.35
32.56,14.11,14.25,0.35
32.56,14.11,14.25,0.35
32.57,14.11,14.25,0.35
32.57,14.11,14.25,0.35
32.58,14.11,14.25,0.35
32.58,14.11,14.25,0.35
32.59,14.11,14.25,0.35
32.59,14.11,14.25,0.35
32.59,14.11,14.25,0.35
32.6,14.11,14.25,0.35
32.6,14.11,14.25,0.35
32.61,14.11,14.25,0.35
32.61,14.11,14.25,0.35
32.62,14.11,14.25,0.35
32.62,14.11,14.25,0.35
32.63,14.11,14.25,0.35
32.63,14.11,14.25,0.35
32.63,14.11,14.25,0.35
32.64,14.11,14.25,0.35
32.64,14.11,14.25,0.35
32.65,14.11,14.25,0.35
32.65,14.11,14.25,0.35
32.66,14.11,14.25,0.35
32.66,14.11,14.25,0.35
32.67,14.11,14.25,0.35
32.67,14.11,14.25,0.35
32.68,14.11,14.25,0.35
32.68,14.11,14.25,0.35
32.68,14.11,14.25,0.35
32.69,14.11,14.25,0.35
32.69,14.11,14.25,0.35
32.7,14.11,14.25,0.35
32.7,14.11,14.25,0.35
32.71,14.11,14.24,0.35
32.71,14.11,14.24,0.35
32.72,14.11,14.24,0.35
32.72,14.11,14.24,0.35
32.72,14.11,14.24,0.35
32.73,14.11,14.24,0.35
32.73,14.11,14.24,0.35
32.74,14.11,14.24,0.35
32.74,14.11,14.24,0.35
32.75,14.11,14.24,0.35
32.75,14.11,14.24,0.35
32.76,14.11,14.24,0.35
32.76,14.11,14.24,0.35
32.77,14.11,14.24,0.35
32.77,14.11,14.24,0.35
32.77,14.11,14.24,0.35
32.78,14.11,14.24,0.35
32.78,14.11,14.24,0.35
32.79,14.11,14.24,0.35
32.79,14.11,14.24,0.35
32.8,14.11,14.24,0.35
32.8,14.11,14.24,0.35
32.81,14.11,14.24,0.35
32.81,14.11,14.24,0.35
32.81,14.11,14.24,0.35
32.82,14.11,14.24,0.35
32.82,14.11,14.24,0.35
32.83,14.11,14.24,0.35
32.83,14.11,14.24,0.35
32.84,14.11,14.24,0.35
32.84,14.11,14.24,0.35
32.85,14.11,14.24,0.35
32.85,14.11,14.24,0.35
32.86,14.11,14.24,0.35
32.86,14.11,14.24,0.35
32.86,14.11,14.24,0.35
32.87,14.11,14.24,0.35
32.87,14.11,14.24,0.35
32.88,14.11,14.24,0.35
32.88,14.11,14.24,0.35
32.89,14.11,14.24,0.35
32.89,14.11,14.24,0.35
32.9,14.11,14.24,0.35
32.9,14.11,14.24,0.35
32.91,14.11,14.24,0.35
32.91,14.11,14.24,0.35
32.91,14.11,14.24,0.35
32.92,14.11,14.24,0.35
32.92,14.11,14.24,0.35
32.93,14.11,14.24,0.35
32.93,14.11,14.24,0.35
32.94,14.11,14.24,0.35
32.94,14.11,14.24,0.35
32.95,14.11,14.24,0.35
32.95,14.11,14.24,0.35
32.95,14.11,14.24,0.35
32.96,14.11,14.24,0.35
32.96,14.11,14.24,0.35
32.97,14.11,14.24,0.35
32.97,14.11,14.24,0.35
32.98,14.11,14.24,0.35
32.98,14.11,14.24,0.35
32.99,14.11,14.24,0.35
32.99,14.11,14.24,0.35
32.99,14.11,14.24,0.35
33.0,14.11,14.24,0.35
33.0,14.11,14.24,0.35
33.01,14.11,14.24,0.35
33.01,14.11,14.24,0.35
33.02,14.11,14.24,0.35
33.02,14.11,14.24,0.35
33.03,14.11,14.24,0.35
33.03,14.11,14.24,0.35
33.04,14.11,14.24,0.35
33.04,14.11,14.24,0.35
33.04,14.11,14.24,0.35
33.05,14.11,14.24,0.35
33.05,14.11,14.24,0.35
33.06,14.11,14.24,0.35
33.06,14.11,14.24,0.35
33.07,14.11,14.23,0.35
33.07,14.11,14.23,0.35
33.08,14.11,14.23,0.35
33.08,14.11,14.23,0.35
33.08,14.11,14.23,0.35
33.09,14.11,14.23,0.35
33.09,14.11,14.23,0.35
33.1,14.11,14.23,0.35
33.1,14.11,14.23,0.35
33.11,14.11,14.23,0.35
33.11,14.11,14.23,0.35
33.12,14.11,14.23,0.35
33.12,14.11,14.23,0.35
33.12,14.11,14.23,0.35
33.13,14.11,14.23,0.35
33.13,14.11,14.23,0.35
33.14,14.11,14.23,0.35
33.14,14.11,14.23,0.35
33.15,14.11,14.23,0.35
33.15,14.11,14.23,0.35
33.16,14.11,14.23,0.35
33.16,14.11,14.23,0.35
33.17,14.11,14.23,0.35
33.17,14.11,14.23,0.35
33.17,14.11,14.23,0.35
33.18,14.11,14.23,0.35
33.18,14.11,14.23,0.35
33.19,14.11,14.23,0.35
33.19,14.11,14.23,0.35
33.2,14.11,14.23,0.35
33.2,14.11,14.23,0.35
33.21,14.11,14.23,0.35
33.21,14.11,14.23,0.35
33.22,14.11,14.23,0.35
33.22,14.11,14.23,0.35
33.22,14.11,14.23,0.35
33.23,14.11,14.23,0.35
33.23,14.11,14.23,0.35
33.24,14.11,14.23,0.35
33.24,14.11,14.23,0.35
33.25,14.11,14.23,0.35
33.25,14.11,14.23,0.35
33.26,14.11,14.23,0.35
33.26,14.11,14.23,0.35
33.27,14.11,14.23,0.35
33.27,14.11,14.23,0.35
33.27,14.11,14.23,0.35
33.28,14.11,14.23,0.35
33.28,14.11,14.23,0.35
33.29,14.11,14.23,0.35
33.29,14.11,14.23,0.35
33.3,14.11,14.23,0.35
33.3,14.11,14.23,0.35
33.31,14.11,14.23,0.35
33.31,14.11,14.23,0.35
33.32,14.11,14.23,0.35
33.32,14.11,14.23,0.35
33.32,14.11,14.23,0.35
33.33,14.11,14.23,0.35
33.33,14.11,14.23,0.35
33.34,14.11,14.23,0.35
33.34,14.11,14.23,0.35
33.35,14.11,14.23,0.35
33.35,14.11,14.23,0.35
33.36,14.11,14.23,0.35
33.36,14.11,14.23,0.35
33.37,14.11,14.23,0.35
33.37,14.11,14.23,0.35
33.38,14.11,14.23,0.35
33.38,14.11,14.23,0.35
33.38,14.11,14.23,0.35
33.39,14.11,14.23,0.35
33.39,14.11,14.23,0.35
33.4,14.11,14.23,0.35
33.4,14.11,14.23,0.35
33.41,14.11,14.23,0.35
33.41,14.11,14.23,0.35
33.42,14.11,14.23,0.35
33.42,14.11,14.23,0.35
33.43,14.11,14.23,0.35
33.43,14.11,14.22,0.35
33.43,14.11,14.22,0.35
33.44,14.11,14.22,0.35
33.44,14.11,14.22,0.35
33.45,14.11,14.22,0.35
33.45,14.11,14.22,0.35
33.46,14.11,14.22,0.35
33.46,14.11,14.22,0.35
33.47,14.11,14.22,0.35
33.47,14.11,14.22,0.35
33.48,14.11,14.22,0.35
33.48,14.11,14.22,0.35
33.49,14.11,14.22,0.35
33.49,14.11,14.22,0.35
33.49,14.11,14.22,0.35
33.5,14.11,14.22,0.35
33.5,14.11,14.22,0.35
33.51,14.11,14.22,0.35
33.51,14.11,14.22,0.35
33.52,14.11,14.22,0.35
33.52,14.11,14.22,0.35
33.53,14.11,14.22,0.35
33.53,14.11,14.22,0.35
33.54,14.11,14.22,0.35
33.54,14.11,14.22,0.35
33.55,14.11,14.22,0.35
33.55,14.11,14.22,0.35
33.55,14.11,14.22,0.35
33.56,14.11,14.22,0.35
33.56,14.11,14.22,0.35
33.57,14.11,14.22,0.35
33.57,14.11,14.22,0.35
33.58,14.11,14.22,0.35
33.58,14.11,14.22,0.35
33.59,14.11,14.22,0.35
33.59,14.11,14.22,0.35
33.6,14.11,14.22,0.35
33.6,14.11,14.22,0.35
33.61,14.11,14.22,0.35
33.61,14.11,14.22,0.35
33.61,14.11,14.22,0.35
33.62,14.11,14.22,0.35
33.62,14.11,14.22,0.35
33.63,14.11,14.22,0.35
33.63,14.11,14.22,0.35
33.64,14.11,14.22,0.35
33.64,14.11,14.22,0.35
33.65,14.11,14.22,0.35
33.65,14.11,14.22,0.35
33.66,14.11,14.22,0.35
33.66,14.11,14.22,0.35
33.67,14.11,14.22,0.35
33.67,14.11,14.22,0.35
33.67,14.11,14.22,0.35
33.68,14.11,14.22,0.35
33.68,14.11,14.22,0.35
33.69,14.11,14.22,0.35
33.69,14.11,14.22,0.35
33.7,14.11,14.22,0.35
33.7,14.11,14.22,0.35
33.71,14.11,14.22,0.35
33.71,14.11,14.22,0.35
33.72,14.11,14.22,0.35
33.72,14.11,14.22,0.35
33.73,14.11,14.22,0.35
33.73,14.11,14.22,0.35
33.74,14.11,14.22,0.35
33.74,14.11,14.22,0.35
33.74,14.11,14.22,0.35
33.75,14.11,14.22,0.35
33.75,14.11,14.22,0.35
33.76,14.11,14.22,0.35
33.76,14.11,14.22,0.35
33.77,14.11,14.22,0.35
33.77,14.11,14.22,0.35
33.78,14.11,14.22,0.35
33.78,14.11,14.22,0.35
33.79,14.11,14.22,0.35
33.79,14.11,14.22,0.35
33.8,14.11,14.22,0.35
33.8,14.11,14.21,0.35
33.81,14.11,14.21,0.35
33.81,14.11,14.21,0.35
33.81,14.11,14.21,0.35
33.82,14.11,14.21,0.35
33.82,14.11,14.21,0.35
33.83,14.11,14.21,0.35
33.83,14.11,14.21,0.35
33.84,14.11,14.21,0.35
33.84,14.11,14.21,0.35
33.85,14.11,14.21,0.35
33.85,14.11,14.21,0.35
33.86,14.11,14.21,0.35
33.86,14.11,14.21,0.35
33.87,14.11,14.21,0.35
33.87,14.11,14.21,0.35
33.88,14.11,14.21,0.35
33.88,14.11,14.21,0.35
33.89,14.11,14.21,0.35
33.89,14.11,14.21,0.35
33.89,14.11,14.21,0.35
33.9,14.11,14.21,0.35
33.9,14.11,14.21,0.35
33.91,14.11,14.21,0.35
33.91,14.11,14.21,0.35
33.92,14.11,14.21,0.35
33.92,14.11,14.21,0.35
33.93,14.11,14.21,0.35
33.93,14.11,14.21,0.35
33.94,14.11,14.21,0.35
33.94,14.11,14.21,0.35
33.95,14.11,14.21,0.35
33.95,14.11,14.21,0.35
33.96,14.11,14.21,0.35
33.96,14.11,14.21,0.35
33.97,14.11,14.21,0.35
33.97,14.11,14.21,0.35
33.98,14.11,14.21,0.35
33.98,14.11,14.21,0.35
33.98,14.11,14.21,0.35
33.99,14.11,14.21,0.35
33.99,14.11,14.21,0.35
34.0,14.11,14.21,0.35
34.0,14.11,14.21,0.35
34.01,14.11,14.21,0.35
34.01,14.11,14.21,0.35
34.02,14.11,14.21,0.35
34.02,14.11,14.21,0.35
34.03,14.11,14.21,0.35
34.03,14.11,14.21,0.35
34.04,14.11,14.21,0.35
34.04,14.11,14.21,0.35
34.05,14.11,14.21,0.35
34.05,14.11,14.21,0.35
34.06,14.11,14.21,0.35
34.06,14.11,14.21,0.35
34.06,14.11,14.21,0.35
34.07,14.11,14.21,0.35
34.07,14.11,14.21,0.35
34.08,14.11,14.21,0.35
34.08,14.11,14.21,0.35
34.09,14.11,14.21,0.35
34.09,14.11,14.21,0.35
34.1,14.11,14.21,0.35
34.1,14.11,14.21,0.35
34.11,14.11,14.21,0.35
34.11,14.11,14.21,0.35
34.12,14.11,14.21,0.35
34.12,14.11,14.21,0.35
34.12,14.11,14.21,0.35
34.13,14.11,14.21,0.35
34.13,14.11,14.21,0.35
34.14,14.11,14.21,0.35
34.14,14.11,14.21,0.35
34.15,14.11,14.21,0.35
34.15,14.11,14.21,0.35
34.16,14.11,14.21,0.35
34.16,14.11,14.21,0.35
34.16,14.11,14.21,0.35
34.17,14.11,14.21,0.35
34.17,14.11,14.2,0.35
34.18,14.11,14.2,0.35
34.18,14.11,14.2,0.35
34.19,14.11,14.2,0.35
34.19,14.11,14.2,0.35
34.2,14.11,14.2,0.35
34.2,14.11,14.2,0.35
34.21,14.11,14.2,0.35
34.21,14.11,14.2,0.35
34.21,14.11,14.2,0.35
34.22,14.11,14.2,0.35
34.22,14.11,14.2,0.35
34.23,14.11,14.2,0.35
34.23,14.11,14.2,0.35
34.24,14.11,14.2,0.35
34.24,14.11,14.2,0.35
34.25,14.11,14.2,0.35
34.25,14.11,14.2,0.35
34.25,14.11,14.2,0.35
34.26,14.11,14.2,0.35
34.26,14.11,14.2,0.35
34.27,14.11,14.2,0.35
34.27,14.11,14.2,0.35
34.28,14.11,14.2,0.35
34.28,14.11,14.2,0.35
34.29,14.11,14.2,0.35
34.29,14.11,14.2,0.35
34.29,14.11,14.2,0.35
34.3,14.11,14.2,0.35
34.3,14.11,14.2,0.35
34.31,14.11,14.2,0.35
34.31,14.11,14.2,0.35
34.32,14.11,14.2,0.35
34.32,14.11,14.2,0.35
34.33,14.11,14.2,0.35
34.33,14.11,14.2,0.35
34.34,14.11,14.2,0.35
34.34,14.11,14.2,0.35
34.34,14.11,14.2,0.35
34.35,14.11,14.2,0.35
34.35,14.11,14.2,0.35
34.36,14.11,14.2,0.35
34.36,14.11,14.2,0.35
34.37,14.11,14.2,0.35
34.37,14.11,14.2,0.35
34.38,14.11,14.2,0.35
34.38,14.11,14.2,0.35
34.38,14.11,14.2,0.35
34.39,14.11,14.2,0.35
34.39,14.11,14.2,0.35
34.4,14.11,14.2,0.35
34.4,14.11,14.2,0.35
34.41,14.11,14.2,0.35
34.41,14.11,14.2,0.35
34.42,14.11,14.2,0.35
34.42,14.11,14.2,0.35
34.42,14.11,14.2,0.35
34.43,14.11,14.2,0.35
34.43,14.11,14.2,0.35
34.44,14.11,14.2,0.35
34.44,14.11,14.2,0.35
34.45,14.11,14.2,0.35
34.45,14.11,14.2,0.35
34.46,14.11,14.2,0.35
34.46,14.11,14.2,0.35
34.47,14.11,14.2,0.35
34.47,14.11,14.2,0.35
34.47,14.11,14.2,0.35
34.48,14.11,14.2,0.35
34.48,14.11,14.2,0.35
34.49,14.11,14.2,0.35
34.49,14.11,14.2,0.35
34.5,14.11,14.2,0.35
34.5,14.11,14.2,0.35
34.51,14.11,14.2,0.35
34.51,14.11,14.2,0.35
34.51,14.11,14.2,0.35
34.52,14.11,14.2,0.35
34.52,14.11,14.2,0.35
34.53,14.11,14.2,0.35
34.53,14.11,14.19,0.35
34.54,14.11,14.19,0.35
34.54,14.11,14.19,0.35
34.55,14.11,14.19,0.35
34.55,14.11,14.19,0.35
34.55,14.11,14.19,0.35
34.56,14.11,14.19,0.35
34.56,14.11,14.19,0.35
34.57,14.11,14.19,0.35
34.57,14.11,14.19,0.35
34.58,14.11,14.19,0.35
34.58,14.11,14.19,0.35
34.59,14.11,14.19,0.35
34.59,14.11,14.19,0.35
34.6,14.11,14.19,0.35
34.6,14.11,14.19,0.35
34.6,14.11,14.19,0.35
34.61,14.11,14.19,0.35
34.61,14.11,14.19,0.35
34.62,14.11,14.19,0.35
34.62,14.11,14.19,0.35
34.63,14.11,14.19,0.35
34.63,14.11,14.19,0.35
34.64,14.11,14.19,0.35
34.64,14.11,14.19,0.35
34.65,14.11,14.19,0.35
34.65,14.11,14.19,0.35
34.65,14.11,14.19,0.35
34.66,14.11,14.19,0.35
34.66,14.11,14.19,0.35
34.67,14.11,14.19,0.35
34.67,14.11,14.19,0.35
