Temps,Altitude_m,Masse_kg,NDVI
0.0,0.4,15.0,0.35
0.0,0.4,15.0,0.35
0.01,0.4,15.0,0.35
0.01,0.4,15.0,0.35
0.02,0.4,15.0,0.35
0.02,0.4,15.0,0.35
0.03,0.4,15.0,0.35
0.03,0.4,15.0,0.35
0.04,0.4,15.0,0.35
0.04,0.39,15.0,0.35
0.05,0.39,15.0,0.35
0.05,0.39,15.0,0.35
0.05,0.39,15.0,0.35
0.06,0.39,15.0,0.35
0.06,0.39,15.0,0.35
0.07,0.39,15.0,0.35
0.07,0.38,15.0,0.35
0.08,0.38,15.0,0.35
0.08,0.38,15.0,0.35
0.09,0.38,15.0,0.35
0.09,0.38,15.0,0.35
0.09,0.37,15.0,0.35
0.1,0.37,15.0,0.35
0.1,0.37,15.0,0.35
0.11,0.36,15.0,0.35
0.11,0.36,15.0,0.35
0.12,0.36,15.0,0.35
0.12,0.36,15.0,0.35
0.13,0.35,15.0,0.35
0.13,0.35,15.0,0.35
0.14,0.35,15.0,0.35
0.14,0.34,15.0,0.35
0.14,0.34,15.0,0.35
0.15,0.33,15.0,0.35
0.15,0.33,15.0,0.35
0.16,0.33,15.0,0.35
0.16,0.32,15.0,0.35
0.17,0.32,15.0,0.35
0.17,0.31,15.0,0.35
0.18,0.31,15.0,0.35
0.18,0.3,15.0,0.35
0.18,0.3,15.0,0.35
0.19,0.29,15.0,0.35
0.19,0.29,15.0,0.35
0.2,0.28,15.0,0.35
0.2,0.28,15.0,0.35
0.21,0.27,15.0,0.35
0.21,0.27,15.0,0.35
0.22,0.26,15.0,0.35
0.22,0.26,15.0,0.35
0.23,0.26,15.0,0.35
0.23,0.26,15.0,0.35
0.23,0.26,15.0,0.35
0.24,0.26,15.0,0.35
0.24,0.26,15.0,0.35
0.25,0.26,15.0,0.35
0.25,0.26,15.0,0.35
0.26,0.26,15.0,0.35
0.26,0.26,15.0,0.35
0.27,0.26,15.0,0.35
0.27,0.26,15.0,0.35
0.27,0.26,15.0,0.35
0.28,0.26,15.0,0.35
0.28,0.26,15.0,0.35
0.29,0.26,15.0,0.35
0.29,0.26,15.0,0.35
0.3,0.26,15.0,0.35
0.3,0.26,15.0,0.35
0.31,0.26,15.0,0.35
0.31,0.26,15.0,0.35
0.32,0.26,15.0,0.35
0.32,0.26,15.0,0.35
0.32,0.26,15.0,0.35
0.33,0.26,15.0,0.35
0.33,0.26,15.0,0.35
0.34,0.26,15.0,0.35
0.34,0.26,15.0,0.35
0.36,0.26,15.0,0.35
0.36,0.26,15.0,0.35
0.37,0.26,15.0,0.35
0.37,0.26,15.0,0.35
0.37,0.26,15.0,0.35
0.38,0.26,15.0,0.35
0.38,0.26,15.0,0.35
0.39,0.26,15.0,0.35
0.39,0.26,15.0,0.35
0.4,0.26,15.0,0.35
0.4,0.26,15.0,0.35
0.41,0.26,15.0,0.35
0.41,0.26,15.0,0.35
0.41,0.26,15.0,0.35
0.42,0.26,15.0,0.35
0.42,0.26,15.0,0.35
0.43,0.26,15.0,0.35
0.43,0.26,15.0,0.35
0.44,0.26,15.0,0.35
0.44,0.26,15.0,0.35
0.45,0.26,15.0,0.35
0.45,0.26,15.0,0.35
0.46,0.26,15.0,0.35
0.46,0.26,15.0,0.35
0.46,0.26,15.0,0.35
0.47,0.26,15.0,0.35
0.47,0.26,15.0,0.35
0.48,0.26,15.0,0.35
0.48,0.26,15.0,0.35
0.49,0.26,15.0,0.35
0.49,0.26,15.0,0.35
0.5,0.26,15.0,0.35
0.5,0.26,15.0,0.35
0.51,0.26,15.0,0.35
0.51,0.26,15.0,0.35
0.51,0.26,15.0,0.35
0.52,0.26,15.0,0.35
0.52,0.26,15.0,0.35
0.53,0.26,15.0,0.35
0.53,0.26,15.0,0.35
0.54,0.26,15.0,0.35
0.54,0.26,15.0,0.35
0.55,0.26,15.0,0.35
0.55,0.26,15.0,0.35
0.56,0.26,15.0,0.35
0.56,0.26,15.0,0.35
0.56,0.26,15.0,0.35
0.57,0.26,15.0,0.35
0.57,0.26,15.0,0.35
0.58,0.26,15.0,0.35
0.58,0.26,15.0,0.35
0.59,0.26,15.0,0.35
0.59,0.26,15.0,0.35
0.6,0.26,15.0,0.35
0.6,0.26,15.0,0.35
0.6,0.26,15.0,0.35
0.61,0.26,15.0,0.35
0.61,0.26,15.0,0.35
0.62,0.26,15.0,0.35
0.62,0.26,15.0,0.35
0.63,0.26,15.0,0.35
0.63,0.26,15.0,0.35
0.64,0.26,15.0,0.35
0.64,0.26,15.0,0.35
0.65,0.26,15.0,0.35
0.65,0.26,15.0,0.35
0.65,0.26,15.0,0.35
0.66,0.26,15.0,0.35
0.66,0.26,15.0,0.35
0.67,0.26,15.0,0.35
0.67,0.26,15.0,0.35
0.68,0.26,15.0,0.35
0.68,0.26,15.0,0.35
0.69,0.26,15.0,0.35
0.69,0.26,15.0,0.35
0.69,0.26,15.0,0.35
0.7,0.26,15.0,0.35
0.7,0.26,15.0,0.35
0.71,0.26,15.0,0.35
0.71,0.26,15.0,0.35
0.72,0.26,15.0,0.35
0.72,0.26,15.0,0.35
0.73,0.26,15.0,0.35
0.73,0.26,15.0,0.35
0.74,0.26,15.0,0.35
0.74,0.26,15.0,0.35
0.75,0.26,15.0,0.35
0.75,0.26,15.0,0.35
0.75,0.26,15.0,0.35
0.76,0.26,15.0,0.35
0.76,0.26,15.0,0.35
0.77,0.26,15.0,0.35
0.77,0.26,15.0,0.35
0.78,0.26,15.0,0.35
0.78,0.26,15.0,0.35
0.79,0.26,15.0,0.35
0.79,0.26,15.0,0.35
0.8,0.26,15.0,0.35
0.8,0.26,15.0,0.35
0.8,0.26,15.0,0.35
0.81,0.26,15.0,0.35
0.81,0.26,15.0,0.35
0.82,0.26,15.0,0.35
0.82,0.26,15.0,0.35
0.83,0.26,15.0,0.35
0.83,0.26,15.0,0.35
0.84,0.26,15.0,0.35
0.84,0.26,15.0,0.35
0.85,0.26,15.0,0.35
0.85,0.26,15.0,0.35
0.85,0.26,15.0,0.35
0.86,0.26,15.0,0.35
0.86,0.26,15.0,0.35
0.87,0.26,15.0,0.35
0.87,0.26,15.0,0.35
0.88,0.26,15.0,0.35
0.88,0.26,15.0,0.35
0.89,0.26,15.0,0.35
0.89,0.26,15.0,0.35
0.89,0.26,15.0,0.35
0.9,0.26,15.0,0.35
0.9,0.26,15.0,0.35
0.91,0.26,15.0,0.35
0.91,0.26,15.0,0.35
0.92,0.26,15.0,0.35
0.92,0.26,15.0,0.35
0.93,0.26,15.0,0.35
0.93,0.26,15.0,0.35
0.94,0.26,15.0,0.35
0.94,0.26,15.0,0.35
0.94,0.26,15.0,0.35
0.95,0.26,15.0,0.35
0.95,0.26,15.0,0.35
0.96,0.26,15.0,0.35
0.96,0.26,15.0,0.35
0.97,0.26,15.0,0.35
0.97,0.26,15.0,0.35
0.98,0.26,15.0,0.35
0.98,0.26,15.0,0.35
0.99,0.26,15.0,0.35
0.99,0.26,15.0,0.35
0.99,0.26,15.0,0.35
1.0,0.26,15.0,0.35
1.0,0.26,15.0,0.35
1.01,0.26,15.0,0.35
1.01,0.26,15.0,0.35
1.02,0.26,15.0,0.35
1.02,0.26,15.0,0.35
1.03,0.26,15.0,0.35
1.03,0.26,15.0,0.35
1.03,0.26,15.0,0.35
1.04,0.26,15.0,0.35
1.04,0.26,15.0,0.35
1.05,0.26,15.0,0.35
1.05,0.26,15.0,0.35
1.06,0.26,15.0,0.35
1.06,0.26,15.0,0.35
1.07,0.26,15.0,0.35
1.07,0.26,15.0,0.35
1.08,0.26,15.0,0.35
1.08,0.26,15.0,0.35
1.08,0.26,15.0,0.35
1.09,0.26,15.0,0.35
1.09,0.26,15.0,0.35
1.1,0.26,15.0,0.35
1.1,0.26,15.0,0.35
1.11,0.26,15.0,0.35
1.11,0.26,15.0,0.35
1.12,0.26,15.0,0.35
1.12,0.26,15.0,0.35
1.13,0.26,15.0,0.35
1.13,0.26,15.0,0.35
1.13,0.26,15.0,0.35
1.14,0.26,15.0,0.35
1.14,0.26,15.0,0.35
1.15,0.26,15.0,0.35
1.15,0.26,15.0,0.35
1.16,0.26,15.0,0.35
1.16,0.26,15.0,0.35
1.17,0.26,15.0,0.35
1.17,0.26,15.0,0.35
1.18,0.26,15.0,0.35
1.18,0.26,15.0,0.35
1.18,0.26,15.0,0.35
1.19,0.26,15.0,0.35
1.19,0.26,15.0,0.35
1.2,0.26,15.0,0.35
1.2,0.26,15.0,0.35
1.21,0.26,15.0,0.35
1.21,0.26,15.0,0.35
1.22,0.26,15.0,0.35
1.22,0.26,15.0,0.35
1.23,0.26,15.0,0.35
1.23,0.26,15.0,0.35
1.23,0.26,15.0,0.35
1.24,0.26,15.0,0.35
1.24,0.26,15.0,0.35
1.25,0.26,15.0,0.35
1.25,0.26,15.0,0.35
1.26,0.26,15.0,0.35
1.26,0.26,15.0,0.35
1.27,0.26,15.0,0.35
1.27,0.26,15.0,0.35
1.28,0.26,15.0,0.35
1.28,0.26,15.0,0.35
1.28,0.26,15.0,0.35
1.29,0.26,15.0,0.35
1.29,0.26,15.0,0.35
1.3,0.26,15.0,0.35
1.3,0.26,15.0,0.35
1.31,0.26,15.0,0.35
1.31,0.26,15.0,0.35
1.32,0.26,15.0,0.35
1.32,0.26,15.0,0.35
1.33,0.26,15.0,0.35
1.33,0.26,15.0,0.35
1.33,0.26,15.0,0.35
1.34,0.26,15.0,0.35
1.34,0.26,15.0,0.35
1.35,0.26,15.0,0.35
1.35,0.26,15.0,0.35
1.36,0.26,15.0,0.35
1.36,0.26,15.0,0.35
1.37,0.26,15.0,0.35
1.37,0.26,15.0,0.35
1.37,0.26,15.0,0.35
1.38,0.26,15.0,0.35
1.38,0.26,15.0,0.35
1.39,0.26,15.0,0.35
1.39,0.26,15.0,0.35
1.4,0.26,15.0,0.35
1.4,0.26,15.0,0.35
1.41,0.26,15.0,0.35
1.41,0.26,15.0,0.35
1.42,0.26,15.0,0.35
1.42,0.26,15.0,0.35
1.42,0.26,15.0,0.35
1.43,0.26,15.0,0.35
1.43,0.26,15.0,0.35
1.44,0.26,15.0,0.35
1.44,0.26,15.0,0.35
1.45,0.26,15.0,0.35
1.45,0.26,15.0,0.35
1.46,0.26,15.0,0.35
1.46,0.26,15.0,0.35
1.46,0.26,15.0,0.35
1.47,0.26,15.0,0.35
1.47,0.26,15.0,0.35
1.48,0.26,15.0,0.35
1.48,0.26,15.0,0.35
1.49,0.26,15.0,0.35
1.49,0.26,15.0,0.35
1.5,0.26,15.0,0.35
1.5,0.26,15.0,0.35
1.51,0.26,15.0,0.35
1.51,0.26,15.0,0.35
1.51,0.26,15.0,0.35
1.52,0.26,15.0,0.35
1.52,0.26,15.0,0.35
1.53,0.26,15.0,0.35
1.53,0.26,15.0,0.35
1.54,0.26,15.0,0.35
1.54,0.26,15.0,0.35
1.55,0.26,15.0,0.35
1.55,0.26,15.0,0.35
1.56,0.26,15.0,0.35
1.56,0.26,15.0,0.35
1.56,0.26,15.0,0.35
1.57,0.26,15.0,0.35
1.57,0.26,15.0,0.35
1.58,0.26,15.0,0.35
1.58,0.26,15.0,0.35
1.59,0.26,15.0,0.35
1.59,0.26,15.0,0.35
1.6,0.26,15.0,0.35
1.6,0.26,15.0,0.35
1.61,0.26,15.0,0.35
1.61,0.26,15.0,0.35
1.61,0.26,15.0,0.35
1.62,0.26,15.0,0.35
1.62,0.26,15.0,0.35
1.63,0.26,15.0,0.35
1.63,0.26,15.0,0.35
1.64,0.26,15.0,0.35
1.64,0.26,15.0,0.35
1.65,0.26,15.0,0.35
1.65,0.26,15.0,0.35
1.66,0.26,15.0,0.35
1.66,0.26,15.0,0.35
1.66,0.26,15.0,0.35
1.67,0.26,15.0,0.35
1.67,0.26,15.0,0.35
1.68,0.26,15.0,0.35
1.68,0.26,15.0,0.35
1.69,0.26,15.0,0.35
1.69,0.26,15.0,0.35
1.7,0.26,15.0,0.35
1.7,0.26,15.0,0.35
1.7,0.26,15.0,0.35
1.71,0.26,15.0,0.35
1.71,0.26,15.0,0.35
1.72,0.26,15.0,0.35
1.72,0.26,15.0,0.35
1.73,0.26,15.0,0.35
1.73,0.26,15.0,0.35
1.74,0.26,15.0,0.35
1.74,0.26,15.0,0.35
1.75,0.26,15.0,0.35
1.75,0.26,15.0,0.35
1.75,0.26,15.0,0.35
1.76,0.26,15.0,0.35
1.76,0.26,15.0,0.35
1.77,0.26,15.0,0.35
1.77,0.26,15.0,0.35
1.78,0.26,15.0,0.35
1.78,0.26,15.0,0.35
1.79,0.26,15.0,0.35
1.79,0.26,15.0,0.35
1.8,0.26,15.0,0.35
1.8,0.26,15.0,0.35
1.8,0.26,15.0,0.35
1.81,0.26,15.0,0.35
1.81,0.26,15.0,0.35
1.82,0.26,15.0,0.35
1.82,0.26,15.0,0.35
1.83,0.26,15.0,0.35
1.83,0.26,15.0,0.35
1.84,0.26,15.0,0.35
1.84,0.26,15.0,0.35
1.85,0.26,15.0,0.35
1.85,0.26,15.0,0.35
1.85,0.26,15.0,0.35
1.86,0.26,15.0,0.35
1.86,0.26,15.0,0.35
1.87,0.26,15.0,0.35
1.87,0.26,15.0,0.35
1.88,0.26,15.0,0.35
1.88,0.26,15.0,0.35
1.89,0.26,15.0,0.35
1.89,0.26,15.0,0.35
1.89,0.26,15.0,0.35
1.9,0.26,15.0,0.35
1.9,0.26,15.0,0.35
1.91,0.26,15.0,0.35
1.91,0.26,15.0,0.35
1.92,0.26,15.0,0.35
1.92,0.26,15.0,0.35
1.93,0.26,15.0,0.35
1.93,0.26,15.0,0.35
1.94,0.26,15.0,0.35
1.94,0.26,15.0,0.35
1.94,0.26,15.0,0.35
1.95,0.26,15.0,0.35
1.95,0.26,15.0,0.35
1.96,0.26,15.0,0.35
1.96,0.26,15.0,0.35
1.97,0.26,15.0,0.35
1.97,0.26,15.0,0.35
1.98,0.26,15.0,0.35
1.98,0.26,15.0,0.35
1.98,0.26,15.0,0.35
1.99,0.26,15.0,0.35
1.99,0.26,15.0,0.35
2.0,0.26,15.0,0.35
2.0,0.26,15.0,0.35
2.01,0.26,15.0,0.35
2.01,0.26,15.0,0.35
2.02,0.26,15.0,0.35
2.02,0.26,15.0,0.35
2.03,0.26,15.0,0.35
2.03,0.26,15.0,0.35
2.03,0.26,15.0,0.35
2.04,0.26,15.0,0.35
2.04,0.26,15.0,0.35
2.05,0.26,15.0,0.35
2.05,0.26,15.0,0.35
2.06,0.26,15.0,0.35
2.06,0.26,15.0,0.35
2.07,0.26,15.0,0.35
2.07,0.26,15.0,0.35
2.08,0.26,15.0,0.35
2.08,0.26,15.0,0.35
2.08,0.26,15.0,0.35
2.09,0.26,15.0,0.35
2.09,0.26,15.0,0.35
2.1,0.26,15.0,0.35
2.1,0.26,15.0,0.35
2.11,0.26,15.0,0.35
2.11,0.26,15.0,0.35
2.12,0.26,15.0,0.35
2.12,0.26,15.0,0.35
2.13,0.26,15.0,0.35
2.13,0.26,15.0,0.35
2.13,0.26,15.0,0.35
2.14,0.26,15.0,0.35
2.14,0.26,15.0,0.35
2.15,0.26,15.0,0.35
2.15,0.26,15.0,0.35
2.16,0.26,15.0,0.35
2.16,0.26,15.0,0.35
2.17,0.26,15.0,0.35
2.17,0.26,15.0,0.35
2.18,0.26,15.0,0.35
2.18,0.26,15.0,0.35
2.18,0.26,15.0,0.35
2.19,0.26,15.0,0.35
2.19,0.26,15.0,0.35
2.2,0.26,15.0,0.35
2.2,0.26,15.0,0.35
2.21,0.26,15.0,0.35
2.21,0.26,15.0,0.35
2.22,0.26,15.0,0.35
2.22,0.26,15.0,0.35
2.23,0.26,15.0,0.35
2.23,0.26,15.0,0.35
2.23,0.26,15.0,0.35
2.24,0.26,15.0,0.35
2.24,0.26,15.0,0.35
2.25,0.26,15.0,0.35
2.25,0.26,15.0,0.35
2.26,0.26,15.0,0.35
2.26,0.26,15.0,0.35
2.27,0.26,15.0,0.35
2.27,0.26,15.0,0.35
2.28,0.26,15.0,0.35
2.28,0.26,15.0,0.35
2.28,0.26,15.0,0.35
2.29,0.26,15.0,0.35
2.29,0.26,15.0,0.35
2.3,0.26,15.0,0.35
2.3,0.26,15.0,0.35
2.31,0.26,15.0,0.35
2.31,0.26,15.0,0.35
2.32,0.26,15.0,0.35
2.32,0.26,15.0,0.35
2.33,0.26,15.0,0.35
2.33,0.26,15.0,0.35
2.33,0.26,15.0,0.35
2.34,0.26,15.0,0.35
2.34,0.26,15.0,0.35
2.35,0.26,15.0,0.35
2.35,0.26,15.0,0.35
2.36,0.26,15.0,0.35
2.36,0.26,15.0,0.35
2.37,0.26,15.0,0.35
2.37,0.26,15.0,0.35
2.37,0.26,15.0,0.35
2.38,0.26,15.0,0.35
2.38,0.26,15.0,0.35
2.39,0.26,15.0,0.35
2.39,0.26,15.0,0.35
2.4,0.26,15.0,0.35
2.4,0.26,15.0,0.35
2.41,0.26,15.0,0.35
2.41,0.26,15.0,0.35
2.42,0.26,15.0,0.35
2.42,0.26,15.0,0.35
2.42,0.26,15.0,0.35
2.43,0.26,15.0,0.35
2.43,0.26,15.0,0.35
2.44,0.26,15.0,0.35
2.44,0.26,15.0,0.35
2.45,0.26,15.0,0.35
2.45,0.26,15.0,0.35
2.46,0.26,15.0,0.35
2.46,0.26,15.0,0.35
2.47,0.26,15.0,0.35
2.47,0.26,15.0,0.35
2.47,0.26,15.0,0.35
2.48,0.26,15.0,0.35
2.48,0.26,15.0,0.35
2.49,0.26,15.0,0.35
2.49,0.26,15.0,0.35
2.5,0.26,15.0,0.35
2.5,0.26,15.0,0.35
2.51,0.26,15.0,0.35
2.51,0.26,15.0,0.35
2.51,0.26,15.0,0.35
2.52,0.26,15.0,0.35
2.52,0.26,15.0,0.35
2.53,0.26,15.0,0.35
2.53,0.26,15.0,0.35
2.54,0.26,15.0,0.35
2.54,0.26,15.0,0.35
2.55,0.26,15.0,0.35
2.55,0.26,15.0,0.35
2.56,0.26,15.0,0.35
2.56,0.26,15.0,0.35
2.56,0.26,15.0,0.35
2.57,0.26,15.0,0.35
2.57,0.26,15.0,0.35
2.58,0.26,15.0,0.35
2.58,0.26,15.0,0.35
2.59,0.26,15.0,0.35
2.59,0.26,15.0,0.35
2.6,0.26,15.0,0.35
2.6,0.26,15.0,0.35
2.61,0.26,15.0,0.35
2.61,0.26,15.0,0.35
2.61,0.26,15.0,0.35
2.62,0.26,15.0,0.35
2.62,0.26,15.0,0.35
2.63,0.26,15.0,0.35
2.63,0.26,15.0,0.35
2.64,0.26,15.0,0.35
2.64,0.26,15.0,0.35
2.65,0.26,15.0,0.35
2.65,0.26,15.0,0.35
2.66,0.26,15.0,0.35
2.66,0.26,15.0,0.35
2.66,0.26,15.0,0.35
2.67,0.26,15.0,0.35
2.67,0.26,15.0,0.35
2.68,0.26,15.0,0.35
2.68,0.26,15.0,0.35
2.69,0.26,15.0,0.35
2.69,0.26,15.0,0.35
2.7,0.26,15.0,0.35
2.7,0.26,15.0,0.35
2.71,0.26,15.0,0.35
2.71,0.26,15.0,0.35
2.71,0.26,15.0,0.35
2.72,0.26,15.0,0.35
2.72,0.26,15.0,0.35
2.73,0.26,15.0,0.35
2.73,0.26,15.0,0.35
2.74,0.26,15.0,0.35
2.74,0.26,15.0,0.35
2.75,0.26,15.0,0.35
2.75,0.26,15.0,0.35
2.75,0.26,15.0,0.35
2.76,0.26,15.0,0.35
2.76,0.26,15.0,0.35
2.77,0.26,15.0,0.35
2.77,0.26,15.0,0.35
2.78,0.26,15.0,0.35
2.78,0.26,15.0,0.35
2.79,0.26,15.0,0.35
2.79,0.26,15.0,0.35
2.8,0.26,15.0,0.35
2.8,0.26,15.0,0.35
2.8,0.26,15.0,0.35
2.81,0.26,15.0,0.35
2.81,0.26,15.0,0.35
2.82,0.26,15.0,0.35
2.82,0.26,15.0,0.35
2.83,0.26,15.0,0.35
2.83,0.26,15.0,0.35
2.84,0.26,15.0,0.35
2.84,0.26,15.0,0.35
2.84,0.26,15.0,0.35
2.85,0.26,15.0,0.35
2.85,0.26,15.0,0.35
2.86,0.26,15.0,0.35
2.86,0.26,15.0,0.35
2.87,0.26,15.0,0.35
2.87,0.26,15.0,0.35
2.88,0.26,15.0,0.35
2.88,0.26,15.0,0.35
2.89,0.26,15.0,0.35
2.89,0.26,15.0,0.35
2.89,0.26,15.0,0.35
2.9,0.26,15.0,0.35
2.9,0.26,15.0,0.35
2.91,0.26,15.0,0.35
2.91,0.26,15.0,0.35
2.92,0.26,15.0,0.35
2.92,0.26,15.0,0.35
2.93,0.26,15.0,0.35
2.93,0.26,15.0,0.35
2.93,0.26,15.0,0.35
2.94,0.26,15.0,0.35
2.94,0.26,15.0,0.35
2.95,0.26,15.0,0.35
2.95,0.26,15.0,0.35
2.96,0.26,15.0,0.35
2.96,0.26,15.0,0.35
2.97,0.26,15.0,0.35
2.97,0.26,15.0,0.35
2.98,0.26,15.0,0.35
2.98,0.26,15.0,0.35
2.98,0.26,15.0,0.35
2.99,0.26,15.0,0.35
2.99,0.26,15.0,0.35
3.0,0.26,15.0,0.35
3.0,0.26,15.0,0.35
3.01,0.26,15.0,0.35
3.01,0.27,15.0,0.35
3.02,0.27,15.0,0.35
3.02,0.27,15.0,0.35
3.03,0.27,15.0,0.35
3.03,0.28,15.0,0.35
3.03,0.29,15.0,0.35
3.04,0.29,15.0,0.35
3.04,0.3,15.0,0.35
3.05,0.31,15.0,0.35
3.05,0.32,15.0,0.35
3.06,0.33,15.0,0.35
3.06,0.34,15.0,0.35
3.07,0.35,15.0,0.35
3.07,0.37,15.0,0.35
3.08,0.38,15.0,0.35
3.08,0.39,15.0,0.35
3.08,0.41,15.0,0.35
3.09,0.43,15.0,0.35
3.09,0.44,15.0,0.35
3.1,0.46,15.0,0.35
3.1,0.48,15.0,0.35
3.11,0.5,15.0,0.35
3.11,0.52,15.0,0.35
3.12,0.54,15.0,0.35
3.12,0.56,15.0,0.35
3.13,0.58,15.0,0.35
3.13,0.61,15.0,0.35
3.13,0.63,15.0,0.35
3.14,0.66,15.0,0.35
3.14,0.68,15.0,0.35
3.15,0.71,15.0,0.35
3.15,0.73,15.0,0.35
3.16,0.76,15.0,0.35
3.16,0.79,15.0,0.35
3.17,0.82,15.0,0.35
3.17,0.85,15.0,0.35
3.18,0.88,15.0,0.35
3.18,0.91,15.0,0.35
3.18,0.94,15.0,0.35
3.19,0.97,15.0,0.35
3.19,1.0,15.0,0.35
3.2,1.04,15.0,0.35
3.2,1.07,15.0,0.35
3.21,1.1,15.0,0.35
3.21,1.14,15.0,0.35
3.22,1.17,15.0,0.35
3.22,1.21,15.0,0.35
3.22,1.24,15.0,0.35
3.23,1.28,15.0,0.35
3.23,1.32,15.0,0.35
3.24,1.36,15.0,0.35
3.24,1.39,15.0,0.35
3.25,1.43,15.0,0.35
3.25,1.47,15.0,0.35
3.26,1.51,15.0,0.35
3.26,1.55,15.0,0.35
3.27,1.59,15.0,0.35
3.27,1.63,15.0,0.35
3.27,1.67,15.0,0.35
3.28,1.71,15.0,0.35
3.28,1.75,15.0,0.35
3.29,1.8,15.0,0.35
3.29,1.84,15.0,0.35
3.3,1.88,15.0,0.35
3.3,1.93,15.0,0.35
3.31,1.97,15.0,0.35
3.31,2.01,15.0,0.35
3.31,2.06,15.0,0.35
3.32,2.1,15.0,0.35
3.32,2.15,15.0,0.35
3.33,2.19,15.0,0.35
3.33,2.24,15.0,0.35
3.34,2.28,15.0,0.35
3.34,2.33,15.0,0.35
3.35,2.38,15.0,0.35
3.35,2.42,15.0,0.35
3.35,2.47,15.0,0.35
3.36,2.52,15.0,0.35
3.36,2.56,15.0,0.35
3.37,2.61,15.0,0.35
3.37,2.66,15.0,0.35
3.38,2.71,15.0,0.35
3.38,2.76,15.0,0.35
3.39,2.8,15.0,0.35
3.39,2.85,15.0,0.35
3.4,2.9,15.0,0.35
3.4,2.95,15.0,0.35
3.4,3.0,15.0,0.35
3.41,3.05,15.0,0.35
3.41,3.1,15.0,0.35
3.42,3.15,15.0,0.35
3.42,3.2,15.0,0.35
3.43,3.25,15.0,0.35
3.43,3.3,15.0,0.35
3.44,3.35,15.0,0.35
3.44,3.4,15.0,0.35
3.44,3.45,15.0,0.35
3.45,3.5,15.0,0.35
3.45,3.55,15.0,0.35
3.46,3.61,15.0,0.35
3.46,3.66,15.0,0.35
3.47,3.71,15.0,0.35
3.47,3.76,15.0,0.35
3.48,3.81,15.0,0.35
3.48,3.86,15.0,0.35
3.49,3.92,15.0,0.35
3.49,3.97,15.0,0.35
3.49,4.02,15.0,0.35
3.5,4.07,15.0,0.35
3.5,4.12,15.0,0.35
3.51,4.18,15.0,0.35
3.51,4.23,15.0,0.35
3.52,4.28,15.0,0.35
3.52,4.33,15.0,0.35
3.53,4.38,15.0,0.35
3.53,4.44,15.0,0.35
3.54,4.49,15.0,0.35
3.54,4.54,15.0,0.35
3.55,4.59,15.0,0.35
3.55,4.65,15.0,0.35
3.55,4.7,15.0,0.35
3.56,4.75,15.0,0.35
3.56,4.8,15.0,0.35
3.57,4.86,15.0,0.35
3.57,4.91,15.0,0.35
3.58,4.96,15.0,0.35
3.58,5.01,15.0,0.35
3.59,5.07,15.0,0.35
3.59,5.12,15.0,0.35
3.6,5.17,15.0,0.35
3.6,5.22,15.0,0.35
3.61,5.28,15.0,0.35
3.61,5.33,15.0,0.35
3.61,5.38,15.0,0.35
3.62,5.43,15.0,0.35
3.62,5.49,15.0,0.35
3.63,5.54,15.0,0.35
3.63,5.59,15.0,0.35
3.64,5.64,15.0,0.35
3.64,5.7,15.0,0.35
3.65,5.75,15.0,0.35
3.65,5.8,15.0,0.35
3.66,5.85,15.0,0.35
3.66,5.9,15.0,0.35
3.67,5.96,15.0,0.35
3.67,6.01,15.0,0.35
3.67,6.06,15.0,0.35
3.68,6.11,15.0,0.35
3.68,6.16,15.0,0.35
3.69,6.21,15.0,0.35
3.69,6.27,15.0,0.35
3.7,6.32,15.0,0.35
3.7,6.37,15.0,0.35
3.71,6.42,15.0,0.35
3.71,6.47,15.0,0.35
3.72,6.52,15.0,0.35
3.72,6.57,15.0,0.35
3.72,6.62,15.0,0.35
3.73,6.67,15.0,0.35
3.73,6.73,15.0,0.35
3.74,6.78,15.0,0.35
3.74,6.83,15.0,0.35
3.75,6.88,15.0,0.35
3.75,6.93,15.0,0.35
3.76,6.98,15.0,0.35
3.76,7.03,15.0,0.35
3.76,7.08,15.0,0.35
3.77,7.13,15.0,0.35
3.77,7.18,15.0,0.35
3.78,7.23,15.0,0.35
3.78,7.27,15.0,0.35
3.79,7.32,15.0,0.35
3.79,7.37,15.0,0.35
3.8,7.42,15.0,0.35
3.8,7.47,15.0,0.35
3.81,7.52,15.0,0.35
3.81,7.57,15.0,0.35
3.81,7.62,15.0,0.35
3.82,7.67,15.0,0.35
3.82,7.71,15.0,0.35
3.83,7.76,15.0,0.35
3.83,7.81,15.0,0.35
3.84,7.86,15.0,0.35
3.84,7.9,15.0,0.35
3.85,7.95,15.0,0.35
3.85,8.0,15.0,0.35
3.85,8.05,15.0,0.35
3.86,8.09,15.0,0.35
3.86,8.14,15.0,0.35
3.87,8.19,15.0,0.35
3.87,8.23,15.0,0.35
3.88,8.28,15.0,0.35
3.88,8.33,15.0,0.35
3.89,8.37,15.0,0.35
3.89,8.42,15.0,0.35
3.9,8.46,15.0,0.35
3.9,8.51,15.0,0.35
3.9,8.56,15.0,0.35
3.91,8.6,15.0,0.35
3.91,8.65,15.0,0.35
3.92,8.69,15.0,0.35
3.92,8.74,15.0,0.35
3.93,8.78,15.0,0.35
3.93,8.83,15.0,0.35
3.94,8.87,15.0,0.35
3.94,8.91,15.0,0.35
3.95,8.96,15.0,0.35
3.95,9.0,15.0,0.35
3.95,9.04,15.0,0.35
