Temps,Altitude_Radar_m,Niveau_Reservoir_L,Indice_NDVI,Masse_Actuelle_kg
5.94,13.07,82.8,0.8,14.14
5.95,13.07,82.8,0.8,14.14
5.95,13.07,82.8,0.8,14.14
5.96,13.07,82.8,0.8,14.14
5.96,13.07,82.8,0.8,14.14
5.97,13.07,82.8,0.8,14.14
5.97,13.07,82.8,0.8,14.14
5.98,13.07,82.8,0.8,14.14
5.98,13.07,82.8,0.8,14.14
5.99,13.07,82.7,0.8,14.14
5.99,13.07,82.7,0.8,14.14
6.0,13.07,82.7,0.8,14.14
6.0,13.07,82.7,0.8,14.14
6.01,13.07,82.7,0.8,14.14
6.01,13.07,82.7,0.8,14.14
6.02,13.07,82.7,0.8,14.14
6.02,13.07,82.7,0.8,14.14
6.03,13.07,82.7,0.8,14.14
6.04,13.07,82.7,0.8,14.14
6.04,13.07,82.7,0.8,14.14
6.04,13.07,82.7,0.8,14.14
6.05,13.07,82.7,0.8,14.13
6.05,13.07,82.7,0.8,14.13
6.06,13.07,82.7,0.8,14.13
6.06,13.07,82.7,0.8,14.13
6.07,13.07,82.7,0.8,14.13
6.07,13.07,82.7,0.8,14.13
6.08,13.07,82.7,0.8,14.13
6.08,13.07,82.7,0.8,14.13
6.09,13.07,82.7,0.8,14.13
6.09,13.07,82.7,0.8,14.13
6.1,13.07,82.7,0.8,14.13
6.1,13.07,82.7,0.8,14.13
6.11,13.07,82.6,0.8,14.13
6.11,13.07,82.6,0.8,14.13
6.12,13.07,82.6,0.8,14.13
6.12,13.07,82.6,0.8,14.13
6.13,13.07,82.6,0.8,14.13
6.13,13.07,82.6,0.8,14.13
6.14,13.07,82.6,0.8,14.13
6.14,13.07,82.6,0.8,14.13
6.14,13.07,82.6,0.8,14.13
6.15,13.07,82.6,0.8,14.13
6.15,13.07,82.6,0.8,14.13
6.16,13.07,82.6,0.8,14.13
6.16,13.07,82.6,0.8,14.13
6.17,13.07,82.6,0.8,14.13
6.17,13.07,82.6,0.8,14.13
6.18,13.07,82.6,0.8,14.13
6.18,13.07,82.6,0.8,14.13
6.19,13.07,82.6,0.8,14.13
6.2,13.07,82.6,0.8,14.13
6.2,13.07,82.6,0.8,14.13
6.21,13.07,82.6,0.8,14.13
6.22,13.07,82.6,0.8,14.13
6.22,13.07,82.6,0.8,14.13
6.23,13.07,82.6,0.8,14.13
6.23,13.07,82.5,0.8,14.13
6.24,13.07,82.5,0.8,14.13
6.24,13.07,82.5,0.8,14.13
6.25,13.07,82.5,0.8,14.13
6.25,13.07,82.5,0.8,14.13
6.26,13.07,82.5,0.8,14.13
6.26,13.07,82.5,0.8,14.13
6.27,13.07,82.5,0.8,14.13
6.27,13.07,82.5,0.8,14.13
6.28,13.07,82.5,0.8,14.13
6.28,13.07,82.5,0.8,14.13
6.29,13.07,82.5,0.8,14.13
6.29,13.07,82.5,0.8,14.12
6.3,13.07,82.5,0.8,14.12
6.3,13.07,82.5,0.8,14.12
6.31,13.07,82.5,0.8,14.12
6.31,13.07,82.5,0.8,14.12
6.32,13.07,82.5,0.8,14.12
6.32,13.07,82.5,0.8,14.12
6.33,13.07,82.5,0.8,14.12
6.33,13.07,82.5,0.8,14.12
6.33,13.07,82.5,0.8,14.12
6.34,13.07,82.5,0.8,14.12
6.34,13.07,82.5,0.8,14.12
6.35,13.07,82.4,0.8,14.12
6.35,13.07,82.4,0.8,14.12
6.36,13.07,82.4,0.8,14.12
6.36,13.07,82.4,0.8,14.12
6.37,13.07,82.4,0.8,14.12
6.37,13.07,82.4,0.8,14.12
6.38,13.07,82.4,0.8,14.12
6.38,13.07,82.4,0.8,14.12
6.39,13.07,82.4,0.8,14.12
6.39,13.07,82.4,0.8,14.12
6.4,13.07,82.4,0.8,14.12
6.4,13.07,82.4,0.8,14.12
6.41,13.07,82.4,0.8,14.12
6.41,13.07,82.4,0.8,14.12
6.42,13.07,82.4,0.8,14.12
6.42,13.07,82.4,0.8,14.12
6.43,13.07,82.4,0.8,14.12
6.44,13.07,82.4,0.8,14.12
6.44,13.07,82.4,0.8,14.12
6.45,13.07,82.4,0.8,14.12
6.45,13.07,82.4,0.8,14.12
6.45,13.07,82.4,0.8,14.12
6.46,13.07,82.4,0.8,14.12
6.46,13.07,82.4,0.8,14.12
6.47,13.07,82.3,0.8,14.12
6.47,13.07,82.3,0.8,14.12
6.48,13.07,82.3,0.8,14.12
6.49,13.07,82.3,0.8,14.12
6.49,13.07,82.3,0.8,14.12
6.5,13.07,82.3,0.8,14.12
6.5,13.07,82.3,0.8,14.12
6.51,13.07,82.3,0.8,14.12
6.51,13.07,82.3,0.8,14.12
6.52,13.07,82.3,0.8,14.12
6.52,13.07,82.3,0.8,14.12
6.53,13.07,82.3,0.8,14.12
6.53,13.07,82.3,0.8,14.11
6.54,13.07,82.3,0.8,14.11
6.54,13.07,82.3,0.8,14.11
6.55,13.07,82.3,0.8,14.11
6.55,13.07,82.3,0.8,14.11
6.56,13.07,82.3,0.8,14.11
6.56,13.07,82.3,0.8,14.11
6.57,13.07,82.3,0.8,14.11
6.57,13.07,82.3,0.8,14.11
6.58,13.07,82.3,0.8,14.11
6.58,13.07,82.3,0.8,14.11
6.59,13.07,82.3,0.8,14.11
6.59,13.07,82.2,0.8,14.11
6.6,13.07,82.2,0.8,14.11
6.6,13.07,82.2,0.8,14.11
6.61,13.07,82.2,0.8,14.11
6.61,13.07,82.2,0.8,14.11
6.62,13.07,82.2,0.8,14.11
6.62,13.07,82.2,0.8,14.11
6.63,13.07,82.2,0.8,14.11
6.63,13.07,82.2,0.8,14.11
6.64,13.07,82.2,0.8,14.11
6.64,13.07,82.2,0.8,14.11
6.64,13.07,82.2,0.8,14.11
6.65,13.07,82.2,0.8,14.11
6.65,13.07,82.2,0.8,14.11
6.66,13.07,82.2,0.8,14.11
6.66,13.07,82.2,0.8,14.11
6.67,13.07,82.2,0.8,14.11
6.67,13.07,82.2,0.8,14.11
6.68,13.07,82.2,0.8,14.11
6.68,13.07,82.2,0.8,14.11
6.69,13.07,82.2,0.8,14.11
6.69,13.07,82.2,0.8,14.11
6.7,13.07,82.2,0.8,14.11
6.71,13.07,82.2,0.8,14.11
6.71,13.07,82.1,0.8,14.11
6.72,13.07,82.1,0.8,14.11
6.73,13.07,82.1,0.8,14.11
6.73,13.07,82.1,0.8,14.11
6.74,13.07,82.1,0.8,14.11
6.74,13.07,82.1,0.8,14.11
6.75,13.07,82.1,0.8,14.11
6.75,13.07,82.1,0.8,14.11
6.76,13.07,82.1,0.8,14.11
6.76,13.07,82.1,0.8,14.11
6.77,13.07,82.1,0.8,14.11
6.77,13.07,82.1,0.8,14.11
6.78,13.07,82.1,0.8,14.1
6.78,13.07,82.1,0.8,14.1
6.79,13.07,82.1,0.8,14.1
6.79,13.07,82.1,0.8,14.1
6.8,13.07,82.1,0.8,14.1
6.8,13.07,82.1,0.8,14.1
6.81,13.07,82.1,0.8,14.1
6.81,13.07,82.1,0.8,14.1
6.82,13.07,82.1,0.8,14.1
6.82,13.07,82.1,0.8,14.1
6.83,13.07,82.1,0.8,14.1
6.83,13.07,82.1,0.8,14.1
6.84,13.07,82.0,0.8,14.1
6.84,13.07,82.0,0.8,14.1
6.85,13.07,82.0,0.8,14.1
6.86,13.07,82.0,0.8,14.1
6.86,13.07,82.0,0.8,14.1
6.87,13.07,82.0,0.8,14.1
6.87,13.07,82.0,0.8,14.1
6.88,13.07,82.0,0.8,14.1
6.88,13.07,82.0,0.8,14.1
6.89,13.07,82.0,0.8,14.1
6.89,13.07,82.0,0.8,14.1
6.9,13.07,82.0,0.8,14.1
6.9,13.07,82.0,0.8,14.1
6.91,13.07,82.0,0.8,14.1
6.91,13.07,82.0,0.8,14.1
6.92,13.07,82.0,0.8,14.1
6.92,13.07,82.0,0.8,14.1
6.93,13.07,82.0,0.8,14.1
6.93,13.07,82.0,0.8,14.1
6.94,13.07,82.0,0.8,14.1
6.95,13.07,82.0,0.8,14.1
6.95,13.07,82.0,0.8,14.1
6.96,13.07,82.0,0.8,14.1
6.96,13.07,82.0,0.8,14.1
6.96,13.07,81.9,0.8,14.1
6.97,13.07,81.9,0.8,14.1
6.98,13.07,81.9,0.8,14.1
6.98,13.07,81.9,0.8,14.1
6.99,13.07,81.9,0.8,14.1
6.99,13.07,81.9,0.8,14.1
7.0,13.07,81.9,0.8,14.1
7.0,13.07,81.9,0.8,14.1
7.01,13.07,81.9,0.8,14.1
7.01,13.07,81.9,0.8,14.1
7.02,13.07,81.9,0.8,14.1
7.02,13.07,81.9,0.8,14.1
7.03,13.07,81.9,0.8,14.09
7.04,13.07,81.9,0.8,14.09
7.04,13.07,81.9,0.8,14.09
7.05,13.07,81.9,0.8,14.09
7.05,13.07,81.9,0.8,14.09
7.06,13.07,81.9,0.8,14.09
7.06,13.07,81.9,0.8,14.09
7.07,13.07,81.9,0.8,14.09
7.07,13.07,81.9,0.8,14.09
7.08,13.07,81.9,0.8,14.09
7.08,13.07,81.9,0.8,14.09
7.09,13.07,81.9,0.8,14.09
7.09,13.07,81.8,0.8,14.09
7.1,13.07,81.8,0.8,14.09
7.1,13.07,81.8,0.8,14.09
7.11,13.07,81.8,0.8,14.09
7.12,13.07,81.8,0.8,14.09
7.12,13.07,81.8,0.8,14.09
7.13,13.07,81.8,0.8,14.09
7.13,13.07,81.8,0.8,14.09
7.14,13.07,81.8,0.8,14.09
7.14,13.07,81.8,0.8,14.09
7.15,13.07,81.8,0.8,14.09
7.15,13.07,81.8,0.8,14.09
7.16,13.07,81.8,0.8,14.09
7.16,13.07,81.8,0.8,14.09
7.17,13.07,81.8,0.8,14.09
7.17,13.07,81.8,0.8,14.09
7.18,13.07,81.8,0.8,14.09
7.18,13.07,81.8,0.8,14.09
7.19,13.07,81.8,0.8,14.09
7.19,13.07,81.8,0.8,14.09
7.2,13.07,81.8,0.8,14.09
7.2,13.07,81.8,0.8,14.09
7.21,13.07,81.8,0.8,14.09
7.21,13.07,81.8,0.8,14.09
7.22,13.07,81.7,0.8,14.09
7.22,13.07,81.7,0.8,14.09
7.23,13.07,81.7,0.8,14.09
7.23,13.07,81.7,0.8,14.09
7.24,13.07,81.7,0.8,14.09
7.24,13.07,81.7,0.8,14.09
7.25,13.07,81.7,0.8,14.09
7.25,13.07,81.7,0.8,14.09
7.26,13.07,81.7,0.8,14.09
7.26,13.07,81.7,0.8,14.09
7.27,13.07,81.7,0.8,14.09
7.27,13.07,81.7,0.8,14.09
7.28,13.07,81.7,0.8,14.08
7.28,13.07,81.7,0.8,14.08
7.29,13.07,81.7,0.8,14.08
7.29,13.07,81.7,0.8,14.08
7.3,13.07,81.7,0.8,14.08
7.31,13.07,81.7,0.8,14.08
7.31,13.07,81.7,0.8,14.08
7.32,13.07,81.7,0.8,14.08
7.32,13.07,81.7,0.8,14.08
7.32,13.07,81.7,0.8,14.08
7.33,13.07,81.7,0.8,14.08
7.33,13.07,81.7,0.8,14.08
7.34,13.07,81.6,0.8,14.08
7.34,13.07,81.6,0.8,14.08
7.35,13.07,81.6,0.8,14.08
7.35,13.07,81.6,0.8,14.08
7.36,13.07,81.6,0.8,14.08
7.36,13.07,81.6,0.8,14.08
7.37,13.07,81.6,0.8,14.08
7.37,13.07,81.6,0.8,14.08
7.38,13.07,81.6,0.8,14.08
7.38,13.07,81.6,0.8,14.08
7.39,13.07,81.6,0.8,14.08
7.39,13.07,81.6,0.8,14.08
7.4,13.07,81.6,0.8,14.08
7.4,13.07,81.6,0.8,14.08
7.41,13.07,81.6,0.8,14.08
7.41,13.07,81.6,0.8,14.08
7.42,13.07,81.6,0.8,14.08
7.42,13.07,81.6,0.8,14.08
7.43,13.07,81.6,0.8,14.08
7.43,13.07,81.6,0.8,14.08
7.44,13.07,81.6,0.8,14.08
7.44,13.07,81.6,0.8,14.08
7.45,13.07,81.6,0.8,14.08
7.45,13.07,81.6,0.8,14.08
7.46,13.07,81.5,0.8,14.08
7.46,13.07,81.5,0.8,14.08
7.47,13.07,81.5,0.8,14.08
7.47,13.07,81.5,0.8,14.08
7.48,13.07,81.5,0.8,14.08
7.48,13.07,81.5,0.8,14.08
7.49,13.07,81.5,0.8,14.08
7.49,13.07,81.5,0.8,14.08
7.5,13.07,81.5,0.8,14.08
7.5,13.07,81.5,0.8,14.08
7.51,13.07,81.5,0.8,14.08
7.51,13.07,81.5,0.8,14.08
7.52,13.07,81.5,0.8,14.07
7.52,13.07,81.5,0.8,14.07
7.53,13.07,81.5,0.8,14.07
7.53,13.07,81.5,0.8,14.07
7.54,13.07,81.5,0.8,14.07
7.54,13.07,81.5,0.8,14.07
7.55,13.07,81.5,0.8,14.07
7.55,13.07,81.5,0.8,14.07
7.56,13.07,81.5,0.8,14.07
7.56,13.07,81.5,0.8,14.07
7.56,13.07,81.5,0.8,14.07
7.57,13.07,81.5,0.8,14.07
7.57,13.07,81.4,0.8,14.07
7.58,13.07,81.4,0.8,14.07
7.58,13.07,81.4,0.8,14.07
7.59,13.07,81.4,0.8,14.07
7.6,13.07,81.4,0.8,14.07
7.6,13.07,81.4,0.8,14.07
7.61,13.07,81.4,0.8,14.07
7.61,13.07,81.4,0.8,14.07
7.61,13.07,81.4,0.8,14.07
7.62,13.07,81.4,0.8,14.07
7.63,13.07,81.4,0.8,14.07
7.63,13.07,81.4,0.8,14.07
7.64,13.07,81.4,0.8,14.07
7.64,13.07,81.4,0.8,14.07
7.65,13.07,81.4,0.8,14.07
7.65,13.07,81.4,0.8,14.07
7.66,13.07,81.4,0.8,14.07
7.66,13.07,81.4,0.8,14.07
7.67,13.07,81.4,0.8,14.07
7.67,13.07,81.4,0.8,14.07
7.68,13.07,81.4,0.8,14.07
7.68,13.07,81.4,0.8,14.07
7.69,13.07,81.4,0.8,14.07
7.69,13.07,81.4,0.8,14.07
7.69,13.07,81.3,0.8,14.07
7.7,13.07,81.3,0.8,14.07
7.7,13.07,81.3,0.8,14.07
7.71,13.07,81.3,0.8,14.07
7.71,13.07,81.3,0.8,14.07
7.73,13.07,81.3,0.8,14.07
7.73,13.07,81.3,0.8,14.07
7.74,13.07,81.3,0.8,14.07
7.74,13.07,81.3,0.8,14.07
7.75,13.07,81.3,0.8,14.07
7.75,13.07,81.3,0.8,14.07
7.76,13.07,81.3,0.8,14.07
7.76,13.07,81.3,0.8,14.06
7.76,13.07,81.3,0.8,14.06
7.77,13.07,81.3,0.8,14.06
7.78,13.07,81.3,0.8,14.06
7.78,13.07,81.3,0.8,14.06
7.79,13.07,81.3,0.8,14.06
7.79,13.07,81.3,0.8,14.06
7.79,13.07,81.3,0.8,14.06
7.8,13.07,81.3,0.8,14.06
7.8,13.07,81.3,0.8,14.06
7.81,13.07,81.3,0.8,14.06
7.81,13.07,81.3,0.8,14.06
7.82,13.07,81.2,0.8,14.06
7.82,13.07,81.2,0.8,14.06
7.83,13.07,81.2,0.8,14.06
7.84,13.07,81.2,0.8,14.06
7.84,13.07,81.2,0.8,14.06
7.85,13.07,81.2,0.8,14.06
7.85,13.07,81.2,0.8,14.06
7.86,13.07,81.2,0.8,14.06
7.86,13.07,81.2,0.8,14.06
7.87,13.07,81.2,0.8,14.06
7.87,13.07,81.2,0.8,14.06
7.88,13.07,81.2,0.8,14.06
7.88,13.07,81.2,0.8,14.06
7.89,13.07,81.2,0.8,14.06
7.89,13.07,81.2,0.8,14.06
7.9,13.07,81.2,0.8,14.06
7.9,13.07,81.2,0.8,14.06
7.91,13.07,81.2,0.8,14.06
7.91,13.07,81.2,0.8,14.06
7.92,13.07,81.2,0.8,14.06
7.92,13.07,81.2,0.8,14.06
7.93,13.07,81.2,0.8,14.06
7.93,13.07,81.2,0.8,14.06
7.94,13.07,81.2,0.8,14.06
7.94,13.07,81.1,0.8,14.06
7.95,13.07,81.1,0.8,14.06
7.95,13.07,81.1,0.8,14.06
7.96,13.07,81.1,0.8,14.06
7.96,13.07,81.1,0.8,14.06
7.97,13.07,81.1,0.8,14.06
7.97,13.07,81.1,0.8,14.06
7.98,13.07,81.1,0.8,14.06
7.98,13.07,81.1,0.8,14.06
7.99,13.07,81.1,0.8,14.06
7.99,13.07,81.1,0.8,14.06
8.0,13.07,81.1,0.8,14.06
8.0,13.07,81.1,0.8,14.05
8.01,13.07,81.1,0.8,14.05
8.01,13.07,81.1,0.8,14.05
8.02,13.07,81.1,0.8,14.05
8.02,13.07,81.1,0.8,14.05
8.03,13.07,81.1,0.8,14.05
8.03,13.07,81.1,0.8,14.05
8.04,13.07,81.1,0.8,14.05
8.04,13.07,81.1,0.8,14.05
8.05,13.07,81.1,0.8,14.05
8.05,13.07,81.1,0.8,14.05
8.06,13.07,81.1,0.8,14.05
8.06,13.07,81.0,0.8,14.05
8.07,13.07,81.0,0.8,14.05
8.07,13.07,81.0,0.8,14.05
8.08,13.07,81.0,0.8,14.05
8.08,13.07,81.0,0.8,14.05
8.09,13.07,81.0,0.8,14.05
8.09,13.07,81.0,0.8,14.05
8.1,13.07,81.0,0.8,14.05
8.1,13.07,81.0,0.8,14.05
8.11,13.07,81.0,0.8,14.05
8.11,13.07,81.0,0.8,14.05
8.12,13.07,81.0,0.8,14.05
8.12,13.07,81.0,0.8,14.05
8.13,13.07,81.0,0.8,14.05
8.13,13.07,81.0,0.8,14.05
8.14,13.07,81.0,0.8,14.05
8.14,13.07,81.0,0.8,14.05
8.15,13.07,81.0,0.8,14.05
8.15,13.07,81.0,0.8,14.05
8.16,13.07,81.0,0.8,14.05
8.16,13.07,81.0,0.8,14.05
8.17,13.07,81.0,0.8,14.05
8.17,13.07,81.0,0.8,14.05
8.18,13.07,81.0,0.8,14.05
8.18,13.07,80.9,0.8,14.05
8.19,13.07,80.9,0.8,14.05
8.19,13.07,80.9,0.8,14.05
8.2,13.07,80.9,0.8,14.05
8.2,13.07,80.9,0.8,14.05
8.21,13.07,80.9,0.8,14.05
8.21,13.07,80.9,0.8,14.05
8.22,13.07,80.9,0.8,14.05
8.22,13.07,80.9,0.8,14.05
8.23,13.07,80.9,0.8,14.05
8.23,13.07,80.9,0.8,14.05
8.24,13.07,80.9,0.8,14.05
8.24,13.07,80.9,0.8,14.04
8.25,13.07,80.9,0.8,14.04
8.25,13.07,80.9,0.8,14.04
8.26,13.07,80.9,0.8,14.04
8.26,13.07,80.9,0.8,14.04
8.27,13.07,80.9,0.8,14.04
8.27,13.07,80.9,0.8,14.04
8.28,13.07,80.9,0.8,14.04
8.28,13.07,80.9,0.8,14.04
8.29,13.07,80.9,0.8,14.04
8.29,13.07,80.9,0.8,14.04
8.3,13.07,80.9,0.8,14.04
8.3,13.07,80.8,0.8,14.04
8.31,13.07,80.8,0.8,14.04
8.31,13.07,80.8,0.8,14.04
8.32,13.07,80.8,0.8,14.04
8.32,13.07,80.8,0.8,14.04
8.33,13.07,80.8,0.8,14.04
8.33,13.07,80.8,0.8,14.04
8.34,13.07,80.8,0.8,14.04
8.34,13.07,80.8,0.8,14.04
8.35,13.07,80.8,0.8,14.04
8.35,13.07,80.8,0.8,14.04
8.36,13.07,80.8,0.8,14.04
8.36,13.07,80.8,0.8,14.04
8.37,13.07,80.8,0.8,14.04
8.37,13.07,80.8,0.8,14.04
8.37,13.07,80.8,0.8,14.04
8.38,13.07,80.8,0.8,14.04
8.38,13.07,80.8,0.8,14.04
8.39,13.07,80.8,0.8,14.04
8.39,13.07,80.8,0.8,14.04
8.4,13.07,80.8,0.8,14.04
8.4,13.07,80.8,0.8,14.04
8.41,13.07,80.8,0.8,14.04
8.41,13.07,80.8,0.8,14.04
8.42,13.07,80.7,0.8,14.04
8.42,13.07,80.7,0.8,14.04
8.43,13.07,80.7,0.8,14.04
8.43,13.07,80.7,0.8,14.04
8.44,13.07,80.7,0.8,14.04
8.44,13.07,80.7,0.8,14.04
8.45,13.07,80.7,0.8,14.04
8.45,13.07,80.7,0.8,14.04
8.46,13.07,80.7,0.8,14.04
8.46,13.07,80.7,0.8,14.04
8.47,13.07,80.7,0.8,14.04
8.47,13.07,80.7,0.8,14.04
8.48,13.07,80.7,0.8,14.03
8.48,13.07,80.7,0.8,14.03
8.49,13.07,80.7,0.8,14.03
8.49,13.07,80.7,0.8,14.03
8.5,13.07,80.7,0.8,14.03
8.5,13.07,80.7,0.8,14.03
8.51,13.07,80.7,0.8,14.03
8.51,13.07,80.7,0.8,14.03
8.52,13.07,80.7,0.8,14.03
8.52,13.07,80.7,0.8,14.03
8.53,13.07,80.7,0.8,14.03
8.53,13.07,80.7,0.8,14.03
8.54,13.07,80.6,0.8,14.03
8.54,13.07,80.6,0.8,14.03
8.55,13.07,80.6,0.8,14.03
8.56,13.07,80.6,0.8,14.03
8.56,13.07,80.6,0.8,14.03
8.57,13.07,80.6,0.8,14.03
8.57,13.07,80.6,0.8,14.03
8.58,13.07,80.6,0.8,14.03
8.58,13.07,80.6,0.8,14.03
8.59,13.07,80.6,0.8,14.03
8.59,13.07,80.6,0.8,14.03
8.6,13.07,80.6,0.8,14.03
8.6,13.07,80.6,0.8,14.03
8.61,13.07,80.6,0.8,14.03
8.61,13.07,80.6,0.8,14.03
8.62,13.07,80.6,0.8,14.03
8.62,13.07,80.6,0.8,14.03
8.63,13.07,80.6,0.8,14.03
8.63,13.07,80.6,0.8,14.03
8.64,13.07,80.6,0.8,14.03
8.65,13.07,80.6,0.8,14.03
8.65,13.07,80.6,0.8,14.03
8.66,13.07,80.6,0.8,14.03
8.66,13.07,80.6,0.8,14.03
8.67,13.07,80.5,0.8,14.03
8.67,13.07,80.5,0.8,14.03
8.68,13.07,80.5,0.8,14.03
8.68,13.07,80.5,0.8,14.03
8.69,13.07,80.5,0.8,14.03
8.69,13.07,80.5,0.8,14.03
8.7,13.07,80.5,0.8,14.03
8.7,13.07,80.5,0.8,14.03
8.71,13.07,80.5,0.8,14.03
8.71,13.07,80.5,0.8,14.03
8.72,13.07,80.5,0.8,14.03
8.72,13.07,80.5,0.8,14.03
8.73,13.07,80.5,0.8,14.02
8.73,13.07,80.5,0.8,14.02
8.74,13.07,80.5,0.8,14.02
8.74,13.07,80.5,0.8,14.02
8.75,13.07,80.5,0.8,14.02
8.75,13.07,80.5,0.8,14.02
8.75,13.07,80.5,0.8,14.02
8.76,13.07,80.5,0.8,14.02
8.76,13.07,80.5,0.8,14.02
8.77,13.07,80.5,0.8,14.02
8.78,13.07,80.5,0.8,14.02
8.78,13.07,80.5,0.8,14.02
8.79,13.07,80.4,0.8,14.02
8.79,13.07,80.4,0.8,14.02
8.8,13.07,80.4,0.8,14.02
8.8,13.07,80.4,0.8,14.02
8.81,13.07,80.4,0.8,14.02
8.81,13.07,80.4,0.8,14.02
8.82,13.07,80.4,0.8,14.02
8.82,13.07,80.4,0.8,14.02
8.83,13.07,80.4,0.8,14.02
8.83,13.07,80.4,0.8,14.02
8.84,13.07,80.4,0.8,14.02
8.84,13.07,80.4,0.8,14.02
8.85,13.07,80.4,0.8,14.02
8.86,13.07,80.4,0.8,14.02
8.86,13.07,80.4,0.8,14.02
8.86,13.07,80.4,0.8,14.02
8.87,13.07,80.4,0.8,14.02
8.88,13.07,80.4,0.8,14.02
8.88,13.07,80.4,0.8,14.02
8.89,13.07,80.4,0.8,14.02
8.89,13.07,80.4,0.8,14.02
8.9,13.07,80.4,0.8,14.02
8.9,13.07,80.4,0.8,14.02
8.91,13.07,80.4,0.8,14.02
8.91,13.07,80.3,0.8,14.02
8.92,13.07,80.3,0.8,14.02
8.92,13.07,80.3,0.8,14.02
8.93,13.07,80.3,0.8,14.02
8.93,13.07,80.3,0.8,14.02
8.94,13.07,80.3,0.8,14.02
8.94,13.07,80.3,0.8,14.02
8.95,13.07,80.3,0.8,14.02
8.95,13.07,80.3,0.8,14.02
8.96,13.07,80.3,0.8,14.02
8.96,13.07,80.3,0.8,14.02
8.96,13.07,80.3,0.8,14.02
8.97,13.07,80.3,0.8,14.01
8.97,13.07,80.3,0.8,14.01
8.98,13.07,80.3,0.8,14.01
8.99,13.07,80.3,0.8,14.01
8.99,13.07,80.3,0.8,14.01
9.0,13.07,80.3,0.8,14.01
9.0,13.07,80.3,0.8,14.01
9.01,13.07,80.3,0.8,14.01
9.01,13.07,80.3,0.8,14.01
9.02,13.07,80.3,0.8,14.01
9.02,13.07,80.3,0.8,14.01
9.02,13.07,80.3,0.8,14.01
9.03,13.07,80.2,0.8,14.01
9.04,13.07,80.2,0.8,14.01
9.04,13.07,80.2,0.8,14.01
9.05,13.07,80.2,0.8,14.01
9.05,13.07,80.2,0.8,14.01
9.05,13.07,80.2,0.8,14.01
9.06,13.07,80.2,0.8,14.01
9.06,13.07,80.2,0.8,14.01
9.07,13.07,80.2,0.8,14.01
9.07,13.07,80.2,0.8,14.01
9.08,13.07,80.2,0.8,14.01
9.08,13.07,80.2,0.8,14.01
9.09,13.07,80.2,0.8,14.01
9.1,13.07,80.2,0.8,14.01
9.1,13.07,80.2,0.8,14.01
9.1,13.07,80.2,0.8,14.01
9.11,13.07,80.2,0.8,14.01
9.11,13.07,80.2,0.8,14.01
9.12,13.07,80.2,0.8,14.01
9.12,13.07,80.2,0.8,14.01
9.13,13.07,80.2,0.8,14.01
9.13,13.07,80.2,0.8,14.01
9.14,13.07,80.2,0.8,14.01
9.14,13.07,80.2,0.8,14.01
9.15,13.07,80.1,0.8,14.01
9.15,13.07,80.1,0.8,14.01
9.16,13.07,80.1,0.8,14.01
9.16,13.07,80.1,0.8,14.01
9.17,13.07,80.1,0.8,14.01
9.17,13.07,80.1,0.8,14.01
9.18,13.07,80.1,0.8,14.01
9.18,13.07,80.1,0.8,14.01
9.19,13.07,80.1,0.8,14.01
9.19,13.07,80.1,0.8,14.01
9.2,13.07,80.1,0.8,14.01
9.2,13.07,80.1,0.8,14.01
9.21,13.07,80.1,0.8,14.0
9.21,13.07,80.1,0.8,14.0
9.22,13.07,80.1,0.8,14.0
9.22,13.07,80.1,0.8,14.0
9.23,13.07,80.1,0.8,14.0
9.23,13.07,80.1,0.8,14.0
9.24,13.07,80.1,0.8,14.0
9.24,13.07,80.1,0.8,14.0
9.25,13.07,80.1,0.8,14.0
9.25,13.07,80.1,0.8,14.0
9.26,13.07,80.1,0.8,14.0
9.26,13.07,80.1,0.8,14.0
9.27,13.07,80.0,0.8,14.0
9.27,13.07,80.0,0.8,14.0
9.28,13.07,80.0,0.8,14.0
9.28,13.07,80.0,0.8,14.0
9.29,13.07,80.0,0.8,14.0
9.29,13.07,80.0,0.8,14.0
9.29,13.07,80.0,0.8,14.0
9.3,13.07,80.0,0.8,14.0
9.3,13.07,80.0,0.8,14.0
9.31,13.07,80.0,0.8,14.0
9.31,13.07,80.0,0.8,14.0
9.32,13.07,80.0,0.8,14.0
9.32,13.07,80.0,0.8,14.0
9.33,13.07,80.0,0.8,14.0
9.34,13.07,80.0,0.8,14.0
9.34,13.07,80.0,0.8,14.0
9.35,13.07,80.0,0.8,14.0
9.35,13.07,80.0,0.8,14.0
9.36,13.07,80.0,0.8,14.0
9.36,13.07,80.0,0.8,14.0
9.37,13.07,80.0,0.8,14.0
9.37,13.07,80.0,0.8,14.0
9.38,13.07,80.0,0.8,14.0
9.38,13.07,80.0,0.8,14.0
9.39,13.07,79.9,0.8,14.0
9.39,13.07,79.9,0.8,14.0
9.4,13.07,79.9,0.8,14.0
9.4,13.07,79.9,0.8,14.0
9.41,13.07,79.9,0.8,14.0
9.41,13.07,79.9,0.8,14.0
9.42,13.07,79.9,0.8,14.0
9.42,13.07,79.9,0.8,14.0
9.43,13.07,79.9,0.8,14.0
9.43,13.07,79.9,0.8,14.0
9.44,13.07,79.9,0.8,14.0
9.44,13.07,79.9,0.8,14.0
9.45,13.07,79.9,0.8,13.99
9.45,13.07,79.9,0.8,13.99
9.46,13.07,79.9,0.8,13.99
9.46,13.07,79.9,0.8,13.99
