Temps,Altitude_Radar_m,Niveau_Reservoir_L,Indice_NDVI,Masse_Actuelle_kg
0.0,-0.6,100.0,0.8,15.0
0.0,-0.6,100.0,0.8,15.0
0.01,-0.6,100.0,0.8,15.0
0.02,-0.6,100.0,0.8,15.0
0.02,-0.6,100.0,0.8,15.0
0.03,-0.6,100.0,0.8,15.0
0.03,-0.6,100.0,0.8,15.0
0.04,-0.6,100.0,0.8,15.0
0.04,-0.6,100.0,0.8,15.0
0.05,-0.6,100.0,0.8,15.0
0.05,-0.61,100.0,0.8,15.0
0.06,-0.61,100.0,0.8,15.0
0.06,-0.61,100.0,0.8,15.0
0.07,-0.61,100.0,0.8,15.0
0.07,-0.61,100.0,0.8,15.0
0.08,-0.61,100.0,0.8,15.0
0.08,-0.61,100.0,0.8,15.0
0.09,-0.62,100.0,0.8,15.0
0.09,-0.62,100.0,0.8,15.0
0.1,-0.62,100.0,0.8,15.0
0.1,-0.62,100.0,0.8,15.0
0.11,-0.62,100.0,0.8,15.0
0.11,-0.63,100.0,0.8,15.0
0.12,-0.63,100.0,0.8,15.0
0.13,-0.63,100.0,0.8,15.0
0.13,-0.63,100.0,0.8,15.0
0.14,-0.64,100.0,0.8,15.0
0.14,-0.64,100.0,0.8,15.0
0.15,-0.64,100.0,0.8,15.0
0.15,-0.65,100.0,0.8,15.0
0.16,-0.65,100.0,0.8,15.0
0.16,-0.65,100.0,0.8,15.0
0.17,-0.66,100.0,0.8,15.0
0.17,-0.66,100.0,0.8,15.0
0.18,-0.66,100.0,0.8,15.0
0.18,-0.67,100.0,0.8,15.0
0.19,-0.67,100.0,0.8,15.0
0.19,-0.67,100.0,0.8,15.0
0.2,-0.68,100.0,0.8,15.0
0.2,-0.68,100.0,0.8,15.0
0.21,-0.69,100.0,0.8,15.0
0.21,-0.69,100.0,0.8,15.0
0.22,-0.7,100.0,0.8,15.0
0.22,-0.7,100.0,0.8,15.0
0.23,-0.7,100.0,0.8,15.0
0.23,-0.71,100.0,0.8,15.0
0.24,-0.71,100.0,0.8,15.0
0.24,-0.72,100.0,0.8,15.0
0.25,-0.72,100.0,0.8,15.0
0.25,-0.73,100.0,0.8,15.0
0.26,-0.74,100.0,0.8,15.0
0.26,-0.74,100.0,0.8,15.0
0.27,-0.74,100.0,0.8,15.0
0.27,-0.74,100.0,0.8,15.0
0.28,-0.74,100.0,0.8,15.0
0.28,-0.74,100.0,0.8,15.0
0.29,-0.74,100.0,0.8,15.0
0.29,-0.74,100.0,0.8,15.0
0.3,-0.74,100.0,0.8,15.0
0.3,-0.74,100.0,0.8,15.0
0.31,-0.74,100.0,0.8,15.0
0.31,-0.74,100.0,0.8,15.0
0.32,-0.74,100.0,0.8,15.0
0.32,-0.74,100.0,0.8,15.0
0.33,-0.74,100.0,0.8,15.0
0.33,-0.74,100.0,0.8,15.0
0.34,-0.74,100.0,0.8,15.0
0.35,-0.74,100.0,0.8,15.0
0.35,-0.74,100.0,0.8,15.0
0.36,-0.74,100.0,0.8,15.0
0.36,-0.74,100.0,0.8,15.0
0.37,-0.74,100.0,0.8,15.0
0.37,-0.74,100.0,0.8,15.0
0.38,-0.74,100.0,0.8,15.0
0.38,-0.74,100.0,0.8,15.0
0.39,-0.74,100.0,0.8,15.0
0.39,-0.74,100.0,0.8,15.0
0.4,-0.74,100.0,0.8,15.0
0.4,-0.74,100.0,0.8,15.0
0.41,-0.74,100.0,0.8,15.0
0.41,-0.74,100.0,0.8,15.0
0.42,-0.74,100.0,0.8,15.0
0.42,-0.74,100.0,0.8,15.0
0.43,-0.74,100.0,0.8,15.0
0.43,-0.74,100.0,0.8,15.0
0.44,-0.74,100.0,0.8,15.0
0.44,-0.74,100.0,0.8,15.0
0.45,-0.74,100.0,0.8,15.0
0.46,-0.74,100.0,0.8,15.0
0.46,-0.74,100.0,0.8,15.0
0.46,-0.74,100.0,0.8,15.0
0.47,-0.74,100.0,0.8,15.0
0.48,-0.74,100.0,0.8,15.0
0.48,-0.74,100.0,0.8,15.0
0.49,-0.74,100.0,0.8,15.0
0.49,-0.74,100.0,0.8,15.0
0.5,-0.74,100.0,0.8,15.0
0.5,-0.74,100.0,0.8,15.0
0.51,-0.74,100.0,0.8,15.0
0.51,-0.74,100.0,0.8,15.0
0.52,-0.74,100.0,0.8,15.0
0.52,-0.74,100.0,0.8,15.0
0.53,-0.74,100.0,0.8,15.0
0.53,-0.74,100.0,0.8,15.0
0.54,-0.74,100.0,0.8,15.0
0.54,-0.74,100.0,0.8,15.0
0.54,-0.74,100.0,0.8,15.0
0.55,-0.74,100.0,0.8,15.0
0.56,-0.74,100.0,0.8,15.0
0.56,-0.74,100.0,0.8,15.0
0.57,-0.74,100.0,0.8,15.0
0.58,-0.74,100.0,0.8,15.0
0.58,-0.74,100.0,0.8,15.0
0.59,-0.74,100.0,0.8,15.0
0.59,-0.74,100.0,0.8,15.0
0.6,-0.74,100.0,0.8,15.0
0.6,-0.74,100.0,0.8,15.0
0.61,-0.74,100.0,0.8,15.0
0.62,-0.74,100.0,0.8,15.0
0.62,-0.74,100.0,0.8,15.0
0.62,-0.74,100.0,0.8,15.0
0.63,-0.74,100.0,0.8,15.0
0.63,-0.74,100.0,0.8,15.0
0.64,-0.74,100.0,0.8,15.0
0.64,-0.74,100.0,0.8,15.0
0.65,-0.74,100.0,0.8,15.0
0.66,-0.74,100.0,0.8,15.0
0.66,-0.74,100.0,0.8,15.0
0.67,-0.74,100.0,0.8,15.0
0.67,-0.74,100.0,0.8,15.0
0.68,-0.74,100.0,0.8,15.0
0.69,-0.74,100.0,0.8,15.0
0.69,-0.74,100.0,0.8,15.0
0.7,-0.74,100.0,0.8,15.0
0.7,-0.74,100.0,0.8,15.0
0.71,-0.74,100.0,0.8,15.0
0.71,-0.74,100.0,0.8,15.0
0.72,-0.74,100.0,0.8,15.0
0.72,-0.74,100.0,0.8,15.0
0.73,-0.74,100.0,0.8,15.0
0.73,-0.74,100.0,0.8,15.0
0.74,-0.74,100.0,0.8,15.0
0.74,-0.74,100.0,0.8,15.0
0.75,-0.74,100.0,0.8,15.0
0.75,-0.74,100.0,0.8,15.0
0.76,-0.74,100.0,0.8,15.0
0.77,-0.74,100.0,0.8,15.0
0.77,-0.74,100.0,0.8,15.0
0.78,-0.74,100.0,0.8,15.0
0.78,-0.74,100.0,0.8,15.0
0.79,-0.74,100.0,0.8,15.0
0.8,-0.74,100.0,0.8,15.0
0.8,-0.74,100.0,0.8,15.0
0.81,-0.74,100.0,0.8,15.0
0.81,-0.74,100.0,0.8,15.0
0.82,-0.74,100.0,0.8,15.0
0.82,-0.74,100.0,0.8,15.0
0.83,-0.74,100.0,0.8,15.0
0.83,-0.74,100.0,0.8,15.0
0.84,-0.74,100.0,0.8,15.0
0.84,-0.74,100.0,0.8,15.0
0.85,-0.74,100.0,0.8,15.0
0.85,-0.74,100.0,0.8,15.0
0.86,-0.74,100.0,0.8,15.0
0.87,-0.74,100.0,0.8,15.0
0.87,-0.74,100.0,0.8,15.0
0.88,-0.74,100.0,0.8,15.0
0.88,-0.74,100.0,0.8,15.0
0.89,-0.74,100.0,0.8,15.0
0.89,-0.74,100.0,0.8,15.0
0.9,-0.74,100.0,0.8,15.0
0.9,-0.74,100.0,0.8,15.0
0.91,-0.74,100.0,0.8,15.0
0.91,-0.74,100.0,0.8,15.0
0.92,-0.74,100.0,0.8,15.0
0.92,-0.74,100.0,0.8,15.0
0.93,-0.74,100.0,0.8,15.0
0.94,-0.74,100.0,0.8,15.0
0.94,-0.74,100.0,0.8,15.0
0.95,-0.74,100.0,0.8,15.0
0.95,-0.74,100.0,0.8,15.0
0.96,-0.74,100.0,0.8,15.0
0.96,-0.74,100.0,0.8,15.0
0.97,-0.74,100.0,0.8,15.0
0.97,-0.74,100.0,0.8,15.0
0.98,-0.74,100.0,0.8,15.0
0.98,-0.74,100.0,0.8,15.0
0.99,-0.74,100.0,0.8,15.0
0.99,-0.74,100.0,0.8,15.0
1.0,-0.74,100.0,0.8,15.0
1.0,-0.74,100.0,0.8,15.0
1.01,-0.74,100.0,0.8,15.0
1.01,-0.74,100.0,0.8,15.0
1.02,-0.74,100.0,0.8,15.0
1.02,-0.74,100.0,0.8,15.0
1.03,-0.74,100.0,0.8,15.0
1.03,-0.74,100.0,0.8,15.0
1.04,-0.74,100.0,0.8,15.0
1.04,-0.74,100.0,0.8,15.0
1.05,-0.74,100.0,0.8,15.0
1.06,-0.74,100.0,0.8,15.0
1.06,-0.74,100.0,0.8,15.0
1.07,-0.74,100.0,0.8,15.0
1.07,-0.74,100.0,0.8,15.0
1.08,-0.74,100.0,0.8,15.0
1.08,-0.74,100.0,0.8,15.0
1.09,-0.74,100.0,0.8,15.0
1.1,-0.74,100.0,0.8,15.0
1.1,-0.74,100.0,0.8,15.0
1.11,-0.74,100.0,0.8,15.0
1.11,-0.74,100.0,0.8,15.0
1.12,-0.74,100.0,0.8,15.0
1.12,-0.74,100.0,0.8,15.0
1.13,-0.74,100.0,0.8,15.0
1.13,-0.74,100.0,0.8,15.0
1.14,-0.74,100.0,0.8,15.0
1.15,-0.74,100.0,0.8,15.0
1.15,-0.74,100.0,0.8,15.0
1.16,-0.74,100.0,0.8,15.0
1.16,-0.74,100.0,0.8,15.0
1.17,-0.74,100.0,0.8,15.0
1.17,-0.74,100.0,0.8,15.0
1.18,-0.74,100.0,0.8,15.0
1.18,-0.74,100.0,0.8,15.0
1.19,-0.74,100.0,0.8,15.0
1.19,-0.74,100.0,0.8,15.0
1.2,-0.74,100.0,0.8,15.0
1.2,-0.74,100.0,0.8,15.0
1.21,-0.74,100.0,0.8,15.0
1.21,-0.74,100.0,0.8,15.0
1.22,-0.74,100.0,0.8,15.0
1.22,-0.74,100.0,0.8,15.0
1.23,-0.74,100.0,0.8,15.0
1.23,-0.74,100.0,0.8,15.0
1.24,-0.74,100.0,0.8,15.0
1.24,-0.74,100.0,0.8,15.0
1.25,-0.74,100.0,0.8,15.0
1.26,-0.74,100.0,0.8,15.0
1.26,-0.74,100.0,0.8,15.0
1.27,-0.74,100.0,0.8,15.0
1.27,-0.74,100.0,0.8,15.0
1.28,-0.74,100.0,0.8,15.0
1.28,-0.74,100.0,0.8,15.0
1.29,-0.74,100.0,0.8,15.0
1.3,-0.74,100.0,0.8,15.0
1.3,-0.74,100.0,0.8,15.0
1.31,-0.74,100.0,0.8,15.0
1.31,-0.74,100.0,0.8,15.0
1.32,-0.74,100.0,0.8,15.0
1.32,-0.74,100.0,0.8,15.0
1.33,-0.74,100.0,0.8,15.0
1.33,-0.74,100.0,0.8,15.0
1.34,-0.74,100.0,0.8,15.0
1.34,-0.74,100.0,0.8,15.0
1.35,-0.74,100.0,0.8,15.0
1.35,-0.74,100.0,0.8,15.0
1.36,-0.74,100.0,0.8,15.0
1.36,-0.74,100.0,0.8,15.0
1.37,-0.74,100.0,0.8,15.0
1.37,-0.74,100.0,0.8,15.0
1.38,-0.74,100.0,0.8,15.0
1.38,-0.74,100.0,0.8,15.0
1.39,-0.74,100.0,0.8,15.0
1.39,-0.74,100.0,0.8,15.0
1.4,-0.74,100.0,0.8,15.0
1.4,-0.74,100.0,0.8,15.0
1.41,-0.74,100.0,0.8,15.0
1.41,-0.74,100.0,0.8,15.0
1.42,-0.74,100.0,0.8,15.0
1.42,-0.74,100.0,0.8,15.0
1.43,-0.74,100.0,0.8,15.0
1.43,-0.74,100.0,0.8,15.0
1.44,-0.74,100.0,0.8,15.0
1.44,-0.74,100.0,0.8,15.0
1.45,-0.74,100.0,0.8,15.0
1.45,-0.74,100.0,0.8,15.0
1.46,-0.74,100.0,0.8,15.0
1.47,-0.74,100.0,0.8,15.0
1.47,-0.74,100.0,0.8,15.0
1.48,-0.74,100.0,0.8,15.0
1.48,-0.74,100.0,0.8,15.0
1.49,-0.74,100.0,0.8,15.0
1.49,-0.74,100.0,0.8,15.0
1.5,-0.74,100.0,0.8,15.0
1.5,-0.74,100.0,0.8,15.0
1.51,-0.74,100.0,0.8,15.0
1.51,-0.74,100.0,0.8,15.0
1.52,-0.74,100.0,0.8,15.0
1.52,-0.74,100.0,0.8,15.0
1.53,-0.74,100.0,0.8,15.0
1.53,-0.74,100.0,0.8,15.0
1.54,-0.74,100.0,0.8,15.0
1.54,-0.74,100.0,0.8,15.0
1.55,-0.74,100.0,0.8,15.0
1.55,-0.74,100.0,0.8,15.0
1.56,-0.74,100.0,0.8,15.0
1.56,-0.74,100.0,0.8,15.0
1.57,-0.74,100.0,0.8,15.0
1.58,-0.74,100.0,0.8,15.0
1.58,-0.74,100.0,0.8,15.0
1.59,-0.74,100.0,0.8,15.0
1.59,-0.74,100.0,0.8,15.0
1.6,-0.74,100.0,0.8,15.0
1.6,-0.74,100.0,0.8,15.0
1.61,-0.74,100.0,0.8,15.0
1.62,-0.74,100.0,0.8,15.0
1.62,-0.74,100.0,0.8,15.0
1.62,-0.74,100.0,0.8,15.0
1.63,-0.74,100.0,0.8,15.0
1.63,-0.74,100.0,0.8,15.0
1.64,-0.74,100.0,0.8,15.0
1.64,-0.74,100.0,0.8,15.0
1.65,-0.74,100.0,0.8,15.0
1.65,-0.74,100.0,0.8,15.0
1.66,-0.74,100.0,0.8,15.0
1.67,-0.74,100.0,0.8,15.0
1.67,-0.74,100.0,0.8,15.0
1.68,-0.74,100.0,0.8,15.0
1.68,-0.74,100.0,0.8,15.0
1.69,-0.74,100.0,0.8,15.0
1.69,-0.74,100.0,0.8,15.0
1.7,-0.74,100.0,0.8,15.0
1.7,-0.74,100.0,0.8,15.0
1.71,-0.74,100.0,0.8,15.0
1.71,-0.74,100.0,0.8,15.0
1.72,-0.74,100.0,0.8,15.0
1.72,-0.74,100.0,0.8,15.0
1.73,-0.74,100.0,0.8,15.0
1.73,-0.74,100.0,0.8,15.0
1.74,-0.74,100.0,0.8,15.0
1.74,-0.74,100.0,0.8,15.0
1.75,-0.74,100.0,0.8,15.0
1.76,-0.74,100.0,0.8,15.0
1.77,-0.74,100.0,0.8,15.0
1.78,-0.74,100.0,0.8,15.0
1.78,-0.74,100.0,0.8,15.0
1.79,-0.74,100.0,0.8,15.0
1.79,-0.74,100.0,0.8,15.0
1.8,-0.74,100.0,0.8,15.0
1.8,-0.74,100.0,0.8,15.0
1.81,-0.74,100.0,0.8,15.0
1.81,-0.74,100.0,0.8,15.0
1.82,-0.74,100.0,0.8,15.0
1.82,-0.74,100.0,0.8,15.0
1.83,-0.74,100.0,0.8,15.0
1.84,-0.74,100.0,0.8,15.0
1.84,-0.74,100.0,0.8,15.0
1.85,-0.74,100.0,0.8,15.0
1.85,-0.74,100.0,0.8,15.0
1.86,-0.74,100.0,0.8,15.0
1.87,-0.74,100.0,0.8,15.0
1.87,-0.74,100.0,0.8,15.0
1.88,-0.74,100.0,0.8,15.0
1.88,-0.74,100.0,0.8,15.0
1.88,-0.74,100.0,0.8,15.0
1.89,-0.74,100.0,0.8,15.0
1.9,-0.74,100.0,0.8,15.0
1.9,-0.74,100.0,0.8,15.0
1.91,-0.74,100.0,0.8,15.0
1.91,-0.74,100.0,0.8,15.0
1.92,-0.74,100.0,0.8,15.0
1.92,-0.74,100.0,0.8,15.0
1.93,-0.74,100.0,0.8,15.0
1.93,-0.74,100.0,0.8,15.0
1.94,-0.74,100.0,0.8,15.0
1.94,-0.74,100.0,0.8,15.0
1.95,-0.74,100.0,0.8,15.0
1.95,-0.74,100.0,0.8,15.0
1.95,-0.74,100.0,0.8,15.0
1.96,-0.74,100.0,0.8,15.0
1.97,-0.74,100.0,0.8,15.0
1.97,-0.74,100.0,0.8,15.0
1.98,-0.74,100.0,0.8,15.0
1.98,-0.74,100.0,0.8,15.0
1.99,-0.74,100.0,0.8,15.0
1.99,-0.74,100.0,0.8,15.0
2.0,-0.74,100.0,0.8,15.0
2.0,-0.74,100.0,0.8,15.0
2.01,-0.74,100.0,0.8,15.0
2.01,-0.74,100.0,0.8,15.0
2.02,-0.74,100.0,0.8,15.0
2.02,-0.74,100.0,0.8,15.0
2.03,-0.74,100.0,0.8,15.0
2.03,-0.74,100.0,0.8,15.0
2.04,-0.74,100.0,0.8,15.0
2.04,-0.74,100.0,0.8,15.0
2.05,-0.74,100.0,0.8,15.0
2.05,-0.74,100.0,0.8,15.0
2.06,-0.74,100.0,0.8,15.0
2.06,-0.74,100.0,0.8,15.0
2.07,-0.74,100.0,0.8,15.0
2.08,-0.74,100.0,0.8,15.0
2.08,-0.74,100.0,0.8,15.0
2.09,-0.74,100.0,0.8,15.0
2.09,-0.74,100.0,0.8,15.0
2.1,-0.74,100.0,0.8,15.0
2.1,-0.74,100.0,0.8,15.0
2.11,-0.74,100.0,0.8,15.0
2.11,-0.74,100.0,0.8,15.0
2.12,-0.74,100.0,0.8,15.0
2.12,-0.74,100.0,0.8,15.0
2.13,-0.74,100.0,0.8,15.0
2.14,-0.74,100.0,0.8,15.0
2.14,-0.74,100.0,0.8,15.0
2.15,-0.74,100.0,0.8,15.0
2.15,-0.74,100.0,0.8,15.0
2.16,-0.74,100.0,0.8,15.0
2.16,-0.74,100.0,0.8,15.0
2.17,-0.74,100.0,0.8,15.0
2.18,-0.74,100.0,0.8,15.0
2.18,-0.74,100.0,0.8,15.0
2.18,-0.74,100.0,0.8,15.0
2.19,-0.74,100.0,0.8,15.0
2.2,-0.74,100.0,0.8,15.0
2.2,-0.74,100.0,0.8,15.0
2.21,-0.74,100.0,0.8,15.0
2.21,-0.74,100.0,0.8,15.0
2.22,-0.74,100.0,0.8,15.0
2.22,-0.74,100.0,0.8,15.0
2.23,-0.74,100.0,0.8,15.0
2.23,-0.74,100.0,0.8,15.0
2.24,-0.74,100.0,0.8,15.0
2.24,-0.74,100.0,0.8,15.0
2.25,-0.74,100.0,0.8,15.0
2.25,-0.74,100.0,0.8,15.0
2.26,-0.74,100.0,0.8,15.0
2.26,-0.74,100.0,0.8,15.0
2.27,-0.74,100.0,0.8,15.0
2.27,-0.74,100.0,0.8,15.0
2.28,-0.74,100.0,0.8,15.0
2.28,-0.74,100.0,0.8,15.0
2.29,-0.74,100.0,0.8,15.0
2.3,-0.74,100.0,0.8,15.0
2.3,-0.74,100.0,0.8,15.0
2.31,-0.74,100.0,0.8,15.0
2.31,-0.74,100.0,0.8,15.0
2.32,-0.74,100.0,0.8,15.0
2.32,-0.74,100.0,0.8,15.0
2.33,-0.74,100.0,0.8,15.0
2.33,-0.74,100.0,0.8,15.0
2.34,-0.74,100.0,0.8,15.0
2.34,-0.74,100.0,0.8,15.0
2.35,-0.74,100.0,0.8,15.0
2.35,-0.74,100.0,0.8,15.0
2.36,-0.74,100.0,0.8,15.0
2.36,-0.74,100.0,0.8,15.0
2.37,-0.74,100.0,0.8,15.0
2.37,-0.74,100.0,0.8,15.0
2.38,-0.74,100.0,0.8,15.0
2.38,-0.74,100.0,0.8,15.0
2.39,-0.74,100.0,0.8,15.0
2.39,-0.74,100.0,0.8,15.0
2.4,-0.74,100.0,0.8,15.0
2.4,-0.74,100.0,0.8,15.0
2.41,-0.74,100.0,0.8,15.0
2.41,-0.74,100.0,0.8,15.0
2.42,-0.74,100.0,0.8,15.0
2.42,-0.74,100.0,0.8,15.0
2.43,-0.74,100.0,0.8,15.0
2.43,-0.74,100.0,0.8,15.0
2.44,-0.74,100.0,0.8,15.0
2.44,-0.74,100.0,0.8,15.0
2.45,-0.74,100.0,0.8,15.0
2.45,-0.74,100.0,0.8,15.0
2.46,-0.74,100.0,0.8,15.0
2.46,-0.74,100.0,0.8,15.0
2.47,-0.74,100.0,0.8,15.0
2.48,-0.74,100.0,0.8,15.0
2.48,-0.74,100.0,0.8,15.0
2.49,-0.74,100.0,0.8,15.0
2.49,-0.74,100.0,0.8,15.0
2.5,-0.74,100.0,0.8,15.0
2.5,-0.74,100.0,0.8,15.0
2.51,-0.74,100.0,0.8,15.0
2.51,-0.74,100.0,0.8,15.0
2.52,-0.74,100.0,0.8,15.0
2.52,-0.74,100.0,0.8,15.0
2.53,-0.74,100.0,0.8,15.0
2.53,-0.74,100.0,0.8,15.0
2.54,-0.74,100.0,0.8,15.0
2.54,-0.74,100.0,0.8,15.0
2.55,-0.74,100.0,0.8,15.0
2.55,-0.74,100.0,0.8,15.0
2.56,-0.74,100.0,0.8,15.0
2.56,-0.74,100.0,0.8,15.0
2.57,-0.74,100.0,0.8,15.0
2.57,-0.74,100.0,0.8,15.0
2.58,-0.74,100.0,0.8,15.0
2.58,-0.74,100.0,0.8,15.0
2.59,-0.74,100.0,0.8,15.0
2.59,-0.74,100.0,0.8,15.0
2.6,-0.74,100.0,0.8,15.0
2.6,-0.74,100.0,0.8,15.0
2.61,-0.74,100.0,0.8,15.0
2.61,-0.74,100.0,0.8,15.0
2.62,-0.74,100.0,0.8,15.0
2.62,-0.74,100.0,0.8,15.0
2.63,-0.74,100.0,0.8,15.0
2.63,-0.74,100.0,0.8,15.0
2.64,-0.74,100.0,0.8,15.0
2.65,-0.74,100.0,0.8,15.0
2.65,-0.74,100.0,0.8,15.0
2.66,-0.74,100.0,0.8,15.0
2.66,-0.74,100.0,0.8,15.0
2.67,-0.74,100.0,0.8,15.0
2.67,-0.74,100.0,0.8,15.0
2.68,-0.74,100.0,0.8,15.0
2.68,-0.74,100.0,0.8,15.0
2.69,-0.74,100.0,0.8,15.0
2.69,-0.74,100.0,0.8,15.0
2.7,-0.74,100.0,0.8,15.0
2.7,-0.74,100.0,0.8,15.0
2.71,-0.74,100.0,0.8,15.0
2.71,-0.74,100.0,0.8,15.0
2.72,-0.74,100.0,0.8,15.0
2.72,-0.74,100.0,0.8,15.0
2.73,-0.74,100.0,0.8,15.0
2.73,-0.74,100.0,0.8,15.0
2.74,-0.74,100.0,0.8,15.0
2.74,-0.74,100.0,0.8,15.0
2.75,-0.74,100.0,0.8,15.0
2.75,-0.74,100.0,0.8,15.0
2.76,-0.74,100.0,0.8,15.0
2.76,-0.74,100.0,0.8,15.0
2.77,-0.74,100.0,0.8,15.0
2.77,-0.74,100.0,0.8,15.0
2.78,-0.74,100.0,0.8,15.0
2.78,-0.74,100.0,0.8,15.0
2.79,-0.74,100.0,0.8,15.0
2.79,-0.74,100.0,0.8,15.0
2.8,-0.74,100.0,0.8,15.0
2.8,-0.74,100.0,0.8,15.0
2.81,-0.74,100.0,0.8,15.0
2.81,-0.74,100.0,0.8,15.0
2.82,-0.74,100.0,0.8,15.0
2.82,-0.74,100.0,0.8,15.0
2.83,-0.74,100.0,0.8,15.0
2.84,-0.74,100.0,0.8,15.0
2.84,-0.74,100.0,0.8,15.0
2.85,-0.74,100.0,0.8,15.0
2.85,-0.74,100.0,0.8,15.0
2.86,-0.74,100.0,0.8,15.0
2.86,-0.74,100.0,0.8,15.0
2.87,-0.74,100.0,0.8,15.0
2.87,-0.74,100.0,0.8,15.0
2.88,-0.74,100.0,0.8,15.0
2.88,-0.74,100.0,0.8,15.0
2.89,-0.74,100.0,0.8,15.0
2.89,-0.74,100.0,0.8,15.0
2.9,-0.74,100.0,0.8,15.0
2.9,-0.74,100.0,0.8,15.0
2.91,-0.74,100.0,0.8,15.0
2.91,-0.74,100.0,0.8,15.0
2.92,-0.74,100.0,0.8,15.0
2.92,-0.74,100.0,0.8,15.0
2.93,-0.74,100.0,0.8,15.0
2.93,-0.74,100.0,0.8,15.0
2.94,-0.74,100.0,0.8,15.0
2.94,-0.74,100.0,0.8,15.0
2.95,-0.74,100.0,0.8,15.0
2.96,-0.74,100.0,0.8,15.0
2.96,-0.74,100.0,0.8,15.0
2.96,-0.74,100.0,0.8,15.0
2.97,-0.74,100.0,0.8,15.0
2.97,-0.74,100.0,0.8,15.0
2.98,-0.74,100.0,0.8,15.0
2.99,-0.74,100.0,0.8,15.0
2.99,-0.74,100.0,0.8,15.0
3.0,-0.74,100.0,0.8,15.0
3.0,-0.74,100.0,0.8,15.0
3.01,-0.74,100.0,0.8,15.0
3.01,-0.73,100.0,0.8,15.0
3.02,-0.73,100.0,0.8,15.0
3.02,-0.73,100.0,0.8,15.0
3.03,-0.73,100.0,0.8,15.0
3.03,-0.72,100.0,0.8,15.0
3.04,-0.71,100.0,0.8,15.0
3.04,-0.71,100.0,0.8,15.0
3.05,-0.7,100.0,0.8,15.0
3.05,-0.69,100.0,0.8,15.0
3.06,-0.68,100.0,0.8,15.0
3.06,-0.67,100.0,0.8,15.0
3.07,-0.66,100.0,0.8,15.0
3.07,-0.65,100.0,0.8,15.0
3.08,-0.63,100.0,0.8,15.0
3.08,-0.62,100.0,0.8,15.0
3.09,-0.61,100.0,0.8,15.0
3.09,-0.59,100.0,0.8,15.0
3.1,-0.57,100.0,0.8,15.0
3.11,-0.56,100.0,0.8,15.0
3.11,-0.54,100.0,0.8,15.0
3.12,-0.52,100.0,0.8,15.0
3.12,-0.5,100.0,0.8,15.0
3.13,-0.48,100.0,0.8,15.0
3.13,-0.46,100.0,0.8,15.0
3.14,-0.44,100.0,0.8,15.0
3.14,-0.42,100.0,0.8,15.0
3.15,-0.39,100.0,0.8,15.0
3.15,-0.37,100.0,0.8,15.0
3.16,-0.34,100.0,0.8,15.0
3.16,-0.32,100.0,0.8,15.0
3.17,-0.29,100.0,0.8,15.0
3.17,-0.27,100.0,0.8,15.0
3.18,-0.24,100.0,0.8,15.0
3.19,-0.21,100.0,0.8,15.0
3.19,-0.18,100.0,0.8,15.0
3.19,-0.15,100.0,0.8,15.0
3.2,-0.12,100.0,0.8,15.0
3.2,-0.09,100.0,0.8,15.0
3.21,-0.06,100.0,0.8,15.0
3.21,-0.03,100.0,0.8,15.0
3.22,0.0,100.0,0.8,15.0
3.23,0.04,100.0,0.8,15.0
3.23,0.07,100.0,0.8,15.0
3.24,0.1,100.0,0.8,15.0
3.24,0.14,100.0,0.8,15.0
3.25,0.17,100.0,0.8,15.0
3.25,0.21,100.0,0.8,15.0
3.26,0.24,100.0,0.8,15.0
3.26,0.28,100.0,0.8,15.0
3.27,0.32,100.0,0.8,15.0
3.27,0.36,100.0,0.8,15.0
3.28,0.39,100.0,0.8,15.0
3.28,0.43,100.0,0.8,15.0
3.28,0.47,100.0,0.8,15.0
3.29,0.51,100.0,0.8,15.0
3.29,0.55,100.0,0.8,15.0
3.3,0.59,100.0,0.8,15.0
3.31,0.63,100.0,0.8,15.0
3.31,0.67,100.0,0.8,15.0
3.32,0.71,100.0,0.8,15.0
3.32,0.75,100.0,0.8,15.0
3.32,0.8,100.0,0.8,15.0
3.33,0.84,100.0,0.8,15.0
3.33,0.88,100.0,0.8,15.0
3.34,0.93,100.0,0.8,15.0
3.34,0.97,100.0,0.8,15.0
3.35,1.01,100.0,0.8,15.0
3.35,1.06,100.0,0.8,15.0
3.36,1.1,100.0,0.8,15.0
3.36,1.15,100.0,0.8,15.0
3.37,1.19,100.0,0.8,15.0
3.37,1.24,100.0,0.8,15.0
3.38,1.28,100.0,0.8,15.0
3.38,1.33,100.0,0.8,15.0
3.39,1.38,100.0,0.8,15.0
3.39,1.42,100.0,0.8,15.0
3.4,1.47,100.0,0.8,15.0
3.4,1.52,100.0,0.8,15.0
3.41,1.56,100.0,0.8,15.0
3.41,1.61,100.0,0.8,15.0
3.42,1.66,100.0,0.8,15.0
3.43,1.71,100.0,0.8,15.0
3.43,1.76,100.0,0.8,15.0
3.44,1.8,100.0,0.8,15.0
3.44,1.85,100.0,0.8,15.0
3.45,1.9,100.0,0.8,15.0
3.45,1.95,100.0,0.8,15.0
3.46,2.0,100.0,0.8,15.0
3.46,2.05,100.0,0.8,15.0
3.46,2.1,100.0,0.8,15.0
3.47,2.15,100.0,0.8,15.0
3.47,2.2,100.0,0.8,15.0
3.48,2.25,100.0,0.8,15.0
3.48,2.3,100.0,0.8,15.0
3.49,2.35,100.0,0.8,15.0
